id;full-name;html-url;stars;forks;last-commit;domain-file;n-nlu-files;n-actions-files;n-language-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;status
yesgvinayak/Weather_bot;yesgvinayak/Weather_bot;https://github.com/yesgvinayak/Weather_bot;0;0;e173253c03e58221b841f7c012e04e11d977e6cf;domain.yml;2;1;1;1;3;['goodbye', 'inform', 'greet'];1;['location'];4;['utter_goodbye', 'utter_greet', 'utter_ask_location', 'action_weather'];1;['action_weather'];1;['location'];0;0;['text'];0;[];unknown;discarded
yesgvinayak/Weather_bot;yesgvinayak/Weather_bot;https://github.com/yesgvinayak/Weather_bot;0;0;e173253c03e58221b841f7c012e04e11d977e6cf;weather_domain.yml;2;1;1;1;3;['greet', 'goodbye', 'inform'];1;['location'];4;['utter_greet', 'utter_goodbye', 'utter_ask_location', 'action_weather'];1;['action_weather'];1;['location'];0;0;['text'];0;[];unknown;discarded
Nikhileshorg/Chatbot-using-Rasa-NLU-and-Rasa-Core;Nikhileshorg/Chatbot-using-Rasa-NLU-and-Rasa-Core;https://github.com/Nikhileshorg/Chatbot-using-Rasa-NLU-and-Rasa-Core;0;0;3ee9071e90796860c68a64c449a7276766425493;domain.yml;0;1;0;1;3;['greet', 'goodbye', 'inform'];1;['location'];4;['utter_greet', 'utter_ask_location', 'utter_goodbye', 'action_weather'];1;['action_weather'];1;['location'];0;0;['text'];0;[];unknown;discarded
Nikhileshorg/Chatbot-using-Rasa-NLU-and-Rasa-Core;Nikhileshorg/Chatbot-using-Rasa-NLU-and-Rasa-Core;https://github.com/Nikhileshorg/Chatbot-using-Rasa-NLU-and-Rasa-Core;0;0;3ee9071e90796860c68a64c449a7276766425493;weather_domain.yml;0;1;0;1;3;['greet', 'goodbye', 'inform'];1;['location'];4;['utter_greet', 'utter_goodbye', 'utter_ask_location', 'action_weather'];1;['action_weather'];1;['location'];0;0;['text'];0;[];unknown;discarded
KSzczepa/Shopping-Assistant-Chatbot;KSzczepa/Shopping-Assistant-Chatbot;https://github.com/KSzczepa/Shopping-Assistant-Chatbot;5;1;bd8685fe12d744939233596f29d14965e5bfe794;cogrob_chatbot/backup_domain.yml;1;3;1;1;8;['greet', 'goodbye', 'deny', 'affirm', 'insert', 'remove', 'show', 'give_product'];1;['product'];5;['action_add', 'utter_ask_product', 'action_receive_product', 'action_remove_product', 'action_show_basket'];3;['action_receive_product', 'action_remove_product', 'action_show_basket'];2;['product', 'product_name'];0;0;['text', 'text'];0;[];2.0;discarded
KSzczepa/Shopping-Assistant-Chatbot;KSzczepa/Shopping-Assistant-Chatbot;https://github.com/KSzczepa/Shopping-Assistant-Chatbot;5;1;bd8685fe12d744939233596f29d14965e5bfe794;cogrob_chatbot/domain.yml;1;3;1;1;10;['insert', 'introduction', 'show', 'goodbye', 'greet', 'deny', 'affirm', 'remove', 'give_product', 'unnown_name'];2;['product', 'username'];12;['action_add', 'action_receive_product', 'action_remove_product', 'action_show_basket', 'check_user_existance', 'reset_slots', 'update_user_database', 'utter_asistant', 'utter_ask_name', 'utter_ask_product', 'utter_goodbye', 'utter_hello'];5;['action_receive_product', 'action_remove_product', 'action_show_basket', 'check_user_existance', 'update_user_database'];3;['product', 'username', 'action'];0;0;['text', 'text', 'text'];0;[];2.0;discarded
swapnilsinha312/shebaChatbot;swapnilsinha312/shebaChatbot;https://github.com/swapnilsinha312/shebaChatbot;2;0;6cc6de4989cd3d126e2db2c1deb2fc85b0553f93;finbot/dd.yml;1;9;1;1;15;['greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'out_of_scope', 'thankyou', 'inform', 'inform_name', 'greet_db', 'update_values', 'user_terminate', 'utter_out_of_scope', 'life', 'health'];1;['name'];13;['action_send_carousel', 'action_life_regexandstore_slots', 'action_life_get_user_data', 'action_life_calc_suggest_hvl', 'validate_life_client_life_info_form', 'action_life_update_slots', 'action_life_utter_policy_suggestion', 'action_health_regexandstore_slots', 'action_health_get_user_data', 'action_health_calc_suggest_hvl', 'validate_health_client_life_info_form', 'action_health_update_slots', 'action_health_utter_policy_suggestion'];8;['action_life_get_user_data', 'action_health_get_user_data', 'action_health_regexandstore_slots', 'action_health_update_slots', 'action_health_calc_suggest_hvl', 'action_health_utter_policy_suggestion', 'action_life_regexandstore_slots', 'action_life_update_slots'];20;['name', 'age', 'retirement_age', 'existing_savings', 'existing_loan', 'expected_rate_of_return', 'existing_insurance_cover', 'employement_status', 'annual_income', 'marital_status', 'number_of_dependents', 'confirm_data_retreived', 'hvlScore', 'hvlCategory', 'suggestion', 'zip_code', 'disease_history', 'present_major_illness', 'present_major_treatment', 'tobacco_consumption'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot'];1;['client_health_info_form'];2.0;discarded
swapnilsinha312/shebaChatbot;swapnilsinha312/shebaChatbot;https://github.com/swapnilsinha312/shebaChatbot;2;0;6cc6de4989cd3d126e2db2c1deb2fc85b0553f93;finbot/domain.yml;1;9;1;1;22;['greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'out_of_scope', 'thankyou', 'inform', 'inform_name', 'greet_db', 'update_values', 'user_terminate', 'utter_out_of_scope', 'life', 'health', 'show_data_health', 'update_health', 'show_data_life', 'update_life', 'give_suggestion_health', 'give_suggestion_life', 'give_suggestion'];1;['name'];18;['action_send_base_carousel', 'action_life_regexandstore_slots', 'action_life_get_user_data', 'action_life_calc_suggest_hvl', 'validate_life_client_life_info_form', 'action_life_update_slots', 'action_life_utter_policy_suggestion', 'action_health_regexandstore_slots', 'action_health_get_user_data', 'action_health_calc_suggest_hvl', 'validate_health_client_life_info_form', 'action_health_update_slots', 'action_health_utter_policy_suggestion', 'action_health_next_action', 'action_life_next_action', 'action_utter_policy_suggestion', 'action_life_pred_get_user_data', 'action_health_pred_get_user_data'];14;['action_life_get_user_data', 'action_health_get_user_data', 'action_utter_policy_suggestion', 'action_health_regexandstore_slots', 'action_health_update_slots', 'action_health_next_action', 'action_health_calc_suggest_hvl', 'action_health_utter_policy_suggestion', 'action_life_regexandstore_slots', 'action_life_update_slots', 'action_life_next_action', 'action_send_base_carousel', 'action_life_pred_get_user_data', 'action_health_pred_get_user_data'];22;['name', 'age', 'retirement_age', 'existing_savings', 'existing_loan', 'expected_rate_of_return', 'existing_insurance_cover', 'employement_status', 'annual_income', 'marital_status', 'number_of_dependents', 'confirm_life_data_retreived', 'confirm_health_data_retreived', 'hvlScore', 'hvlCategory', 'life_suggestion', 'health_suggestion', 'zip_code', 'disease_history', 'present_major_illness', 'present_major_treatment', 'tobacco_consumption'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot', 'rasa.shared.core.slots.BooleanSlot'];2;['client_life_info_form', 'client_health_info_form'];2.0;discarded
web3r-chat/dapp-0-bot;web3r-chat/dapp-0-bot;https://github.com/web3r-chat/dapp-0-bot;2;0;a550e9eea8fb2745f7907f6ff37c262e4f08e5c6;['domain/domain-base.yml', 'domain/domain-faq-about.yml', 'domain/domain-faq-sales.yml'];3;4;1;1;7;['connect', 'goodbye', 'affirm', 'deny', 'bot_version', 'faq_about', 'faq_sales'];3;['jwt', 'principal', 'bot_type'];2;['action_connect', 'action_bot_version'];2;['action_connect', 'action_bot_version'];5;['jwt', 'principal', 'canister_motoko_id', 'canister_motoko_candid_ui', 'bot_type'];2;0;['any', 'text', 'any', 'any', 'text'];0;[];3.1;solved-union
Saloni1808/Chatbot;Saloni1808/Chatbot;https://github.com/Saloni1808/Chatbot;0;1;7f934f6130313644c09c9739ecddb1eea08c83f8;domain.yml;2;1;1;1;7;['greet', 'help', 'goodbye', 'inform', 'get_price', 'get_country', 'get_rating'];1;['Variety'];8;['utter_greet', 'actions.ActionHelp', 'utter_goodbye', 'utter_ask_Variety', 'actions.ActionVariety', 'actions.ActionPrice', 'actions.ActionCountry', 'actions.ActionRating'];0;[];1;['Variety'];0;0;['rasa_core.slots.TextSlot'];0;[];unknown;discarded
Saloni1808/Chatbot;Saloni1808/Chatbot;https://github.com/Saloni1808/Chatbot;0;1;7f934f6130313644c09c9739ecddb1eea08c83f8;wine_domain.yml;2;1;1;1;7;['greet', 'help', 'goodbye', 'inform', 'get_price', 'get_country', 'get_rating'];1;['Variety'];8;['utter_greet', 'actions.ActionHelp', 'utter_goodbye', 'utter_ask_Variety', 'actions.ActionVariety', 'actions.ActionPrice', 'actions.ActionCountry', 'actions.ActionRating'];0;[];1;['Variety'];0;0;['text'];0;[];unknown;discarded
roottoor1234/customer-care-chatbot-main;roottoor1234/customer-care-chatbot-main;https://github.com/roottoor1234/customer-care-chatbot-main;0;0;280a682f7187a98c99ac1b583fe8cc630f9441f3;domain.yml;1;0;1;1;19;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'nlu_fallback', 'restart', 'Καλωσόρισμα', 'location', 'access', 'cost', 'reason', 'education', 'biography', 'timetable', 'visit', 'events'];0;[];0;[];0;[];0;[];0;0;[];0;[];2.0;discarded
roottoor1234/customer-care-chatbot-main;roottoor1234/customer-care-chatbot-main;https://github.com/roottoor1234/customer-care-chatbot-main;0;0;280a682f7187a98c99ac1b583fe8cc630f9441f3;domain.yml.bak;1;0;1;1;19;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'nlu_fallback', 'restart', 'Καλωσόρισμα', 'location', 'access', 'cost', 'reason', 'education', 'biography', 'timetable', 'visit', 'events'];0;[];0;[];0;[];0;[];0;0;[];0;[];2.0;discarded
Jeee-bot/Chatbot;Jeee-bot/Chatbot;https://github.com/Jeee-bot/Chatbot;0;0;cf79ba6b12e21e2581056bb7abb169220d5ba5ad;domain.yml;1;1;1;0;9;['affirm', 'restaurant_search', 'send_email', 'goodbye', 'greet', 'stop', 'location', 'cuisine', 'deny'];5;['budget', 'city_status', 'cuisine', 'email', 'location'];15;['action_restart_conversation', 'action_restaurant', 'action_send_email', 'action_validate_city', 'utter_ask_cuisine', 'utter_ask_email_address', 'utter_ask_for_email_to_send', 'utter_ask_howcanhelp', 'utter_ask_location', 'utter_ask_price_range', 'utter_default', 'utter_goodbye', 'utter_greet', 'utter_location_not_found', 'utter_no_email_sent'];4;['action_restart_conversation', 'action_restaurant', 'action_send_email', 'action_validate_city'];6;['cuisine', 'location', 'check_op', 'budget', 'email', 'city_status'];0;0;['text', 'text', 'bool', 'text', 'text', 'categorical'];0;[];2.0;discarded
Jeee-bot/Chatbot;Jeee-bot/Chatbot;https://github.com/Jeee-bot/Chatbot;0;0;cf79ba6b12e21e2581056bb7abb169220d5ba5ad;domain2.yml;1;1;1;0;5;['greet', 'restaurant_search', 'affirm', 'goodbye', 'stop'];4;['cuisine', 'location', 'people', 'price'];8;['action_search_restaurants', 'check_location', 'utter_ask_cuisine', 'utter_ask_howcanhelp', 'utter_ask_location', 'utter_default', 'utter_goodbye', 'utter_greet'];1;['check_location'];3;['check_op', 'cuisine', 'location'];0;0;['bool', 'text', 'text'];0;[];unknown;discarded
julianweng/austin;julianweng/austin;https://github.com/julianweng/austin;2;2;8a9c846befe439ab7bbb15cbf8f03040a6e93c2f;['domain/quiz_domain.yml', 'domain/faq_chitchat.yml', 'domain/actions_domain.yml', 'domain/base_domain.yml'];9;9;1;1;15;['askamountcorrect', 'demquiz', 'quizprogress', 'chitchat', 'faq', 'inspire_me', 'telljoke', 'what_is', 'affirm', 'deny', 'goodbye', 'greet', 'nlu_fallback', 'out_of_scope', 'thanks'];4;['correct', 'independentVar', 'problemType', 'subject'];8;['utter_slots_values', 'utter_submit', 'action_answer', 'action_question', 'action_quizprogress', 'action_joke', 'action_inspire', 'action_default'];6;['action_answer', 'action_question', 'action_quizprogress', 'action_joke', 'action_inspire', 'action_default'];8;['answer', 'correct', 'independentVar', 'trueVar', 'problemType', 'QIndex', 'requested_slot', 'subject'];0;0;['text', 'text', 'text', 'text', 'text', 'float', 'text', 'text'];1;['trivia_form'];2.0;solved-union
AdityaYadav02/Foodie_Chatbot_Rasa_Case_Study;AdityaYadav02/Foodie_Chatbot_Rasa_Case_Study;https://github.com/AdityaYadav02/Foodie_Chatbot_Rasa_Case_Study;0;0;33ac0cc40557d1c90be09c58204104f9d981d2db;domain.yml;1;1;1;1;8;['greet', 'budget', 'goodbye', 'affirm', 'restaurant_search', 'send_email', 'people', 'stop'];6;['budgetmax', 'budgetmin', 'cuisine', 'email', 'location', 'people'];24;['action_restart', 'action_search_restaurants', 'action_send_mail', 'action_slot_reset', 'action_validate_email', 'utter_ask_budget_for_two', 'utter_ask_cuisine', 'utter_ask_email', 'utter_ask_howcanhelp', 'utter_ask_ifmail', 'utter_ask_location', 'utter_ask_max_budget', 'utter_ask_min_budget', 'utter_confirm_email', 'utter_default', 'utter_email_Sent', 'utter_email_error', 'utter_goodbye', 'utter_greet', 'utter_other_cities', 'utter_people', 'verify_budget', 'verify_location', 'verify_cuisine'];8;['action_restart', 'action_search_restaurants', 'action_send_mail', 'action_slot_reset', 'action_validate_email', 'verify_budget', 'verify_location', 'verify_cuisine'];11;['budget_ok', 'budgetmax', 'budgetmin', 'cuisine', 'email', 'email_ok', 'location', 'location_ok', 'people', 'restaurant_exist', 'cuisine_ok'];0;0;['bool', 'float', 'float', 'text', 'text', 'bool', 'text', 'bool', 'text', 'bool', 'bool'];0;[];unknown;discarded
AdityaYadav02/Foodie_Chatbot_Rasa_Case_Study;AdityaYadav02/Foodie_Chatbot_Rasa_Case_Study;https://github.com/AdityaYadav02/Foodie_Chatbot_Rasa_Case_Study;0;0;33ac0cc40557d1c90be09c58204104f9d981d2db;domain2.yml;1;1;1;1;8;['affirm', 'greet', 'restaurant_search', 'send_email', 'budget', 'goodbye', 'people', 'stop'];6;['budgetmax', 'budgetmin', 'cuisine', 'email', 'location', 'people'];24;['action_restart', 'action_search_restaurants', 'action_send_mail', 'action_slot_reset', 'action_validate_email', 'utter_ask_budget_for_two', 'utter_ask_cuisine', 'utter_ask_email', 'utter_ask_howcanhelp', 'utter_ask_ifmail', 'utter_ask_location', 'utter_ask_max_budget', 'utter_ask_min_budget', 'utter_confirm_email', 'utter_default', 'utter_email_Sent', 'utter_email_error', 'utter_goodbye', 'utter_greet', 'utter_other_cities', 'utter_people', 'verify_budget', 'verify_cuisine', 'verify_location'];8;['action_restart', 'action_search_restaurants', 'action_send_mail', 'action_slot_reset', 'action_validate_email', 'verify_budget', 'verify_cuisine', 'verify_location'];11;['budget_ok', 'budgetmax', 'budgetmin', 'cuisine', 'email', 'email_ok', 'location', 'location_ok', 'people', 'restaurant_exist', 'cuisine_ok'];0;0;['bool', 'float', 'float', 'text', 'text', 'bool', 'text', 'bool', 'text', 'bool', 'bool'];0;[];2.0;discarded
mbunse/botui_demo;mbunse/botui_demo;https://github.com/mbunse/botui_demo;2;1;78a5eb13e1deba6a7e61b50c7fa0b6330bac80d3;backend/domain.yml;2;1;2;1;14;['clueless', 'affirm_data_privacy', 'greet', 'product', 'birthday', 'start_session', 'deny_data_privacy', 'name', 'contract_no', 'stop', 'bye', 'thank', 'affirm', 'contract_no_unknown'];4;['birthday', 'contract_no', 'name', 'product'];6;['utter_ask_data_privacy', 'utter_bye', 'utter_data_privacy_text', 'utter_hand_over', 'utter_slots_values', 'validate_authenticate_form'];1;['validate_authenticate_form'];5;['name', 'product', 'birthday', 'contract_no', 'validate_authenticate_form_fails'];0;0;['text', 'categorical', 'text', 'text', 'float'];1;['authenticate_form'];2.0;discarded
mbunse/botui_demo;mbunse/botui_demo;https://github.com/mbunse/botui_demo;2;1;78a5eb13e1deba6a7e61b50c7fa0b6330bac80d3;backend/domain_de.yml;2;1;2;1;14;['clueless', 'affirm_data_privacy', 'greet', 'product', 'birthday', 'start_session', 'deny_data_privacy', 'name', 'contract_no', 'stop', 'bye', 'thank', 'affirm', 'contract_no_unknown'];4;['birthday', 'contract_no', 'name', 'product'];6;['utter_ask_data_privacy', 'utter_bye', 'utter_data_privacy_text', 'utter_hand_over', 'utter_slots_values', 'validate_authenticate_form'];1;['validate_authenticate_form'];5;['name', 'product', 'birthday', 'contract_no', 'validate_authenticate_form_fails'];0;0;['text', 'categorical', 'text', 'text', 'float'];1;['authenticate_form'];2.0;discarded
anhquan075/rasa_programming_learning;anhquan075/rasa_programming_learning;https://github.com/anhquan075/rasa_programming_learning;4;1;35c6086c79d2f14b5561ee0e06cd91425dfa0716;domain.yml;1;1;2;1;39;['out_of_scope', 'continue_asking', 'dont_want_to_ask', 'nlu_fallback', 'cpplus_specific_video_tutorial_asking', 'cpplus_what_asking', 'cpplus_why_asking', 'want_to_practice_flowchart', 'greet', 'flowchart_asking', 'thanks', 'attention', 'health_inquire', 'goodbye', 'affirm', 'deny', 'compliment', 'feeling_good', 'insult', 'feeling_bad', 'stop_asking', 'want_to_ask', 'who_are_you', 'who_create_you', 'last_name', 'first_name', 'date', 'time', 'corona', 'restart', 'want_to_practice_cpp', 'want_to_watch_cpp_tutorial', 'dont_want_to_give_flowchart_quest_num', 'dont_want_to_give_cpp_content', 'cpp_practice', 'cpplus_how_asking', 'cpplus_when_asking', 'cpplus_where_asking', 'cpplus_example_asking'];2;['cpplus_content', 'flowchart_quest_num'];43;['action_ask_date', 'action_ask_time', 'action_cpplus_content_answer', 'action_cpplus_practice', 'action_first_name', 'action_flowchart_practice_answer', 'utter_accept_questions', 'utter_answer_cpplus_questions', 'utter_ask_anything_else', 'utter_ask_cpp_content', 'utter_ask_first_name', 'utter_ask_flowchart_question_number', 'utter_ask_last_name', 'utter_ask_to_do', 'utter_ask_which_video_tutorial', 'utter_author', 'utter_covid_precautions', 'utter_covid_symptom', 'utter_covid_treatment', 'utter_did_that_help', 'utter_explain_why_need_cpp_content', 'utter_explain_why_need_flowchart_num', 'utter_goodbye', 'utter_greet', 'utter_happy', 'utter_may_i_help_u', 'utter_ok', 'utter_reply_compliment', 'utter_reply_deny', 'utter_reply_feeling_bad', 'utter_reply_feeling_good', 'utter_reply_health_inquire', 'utter_reply_insult', 'utter_reply_out_of_scope', 'utter_reply_stop_asking', 'utter_reply_thanks', 'utter_sorry', 'utter_thanks', 'utter_what_do_you_want', 'utter_who_i_am', 'utter_wtf', 'validate_cpp_content_form', 'validate_flowchart_quest_num_form'];6;['action_cpplus_content_answer', 'action_cpplus_practice', 'action_first_name', 'action_flowchart_practice_answer', 'validate_cpp_content_form', 'validate_flowchart_quest_num_form'];6;['cpplus_practice_content', 'flowchart_quest_num', 'cpplus_content', 'cpp_content_answer', 'flowchart_answer', 'requested_slot'];0;0;['text', 'any', 'text', 'text', 'text', 'categorical'];2;['cpp_content_form', 'flowchart_quest_num_form'];2.0;solved-copies
adhish9/SilentMoonChatbot;adhish9/SilentMoonChatbot;https://github.com/adhish9/SilentMoonChatbot;1;0;522cebe81d3c2bce2bc750d61ab9c25d8d68dd13;domain.yml;1;1;1;0;16;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'init_form', 'main_form', 'k10_form', 'gad_form', 'tasks', 'video', 'image', 'carousel', 'quotes', 'spotify'];10;['name', 'name_bot', 'bot_name', 'sleep_hours', 'blood_test', 'mood', 'mood_intense', 'mood_reason', 'self_harm', 'take_k10'];15;['validate_init_form', 'validate_main_form', 'validate_k10_form', 'validate_gad_form', 'validate_planday_form', 'action_carousel', 'action_qod', 'action_spotify', 'action_reset_all_slots', 'action_reset_planday', 'action_reset_init', 'action_reset_main', 'action_reset_k10', 'action_reset_gad', 'action_save_chat'];15;['validate_init_form', 'validate_main_form', 'validate_k10_form', 'validate_gad_form', 'validate_planday_form', 'action_carousel', 'action_qod', 'action_spotify', 'action_reset_all_slots', 'action_reset_planday', 'action_reset_init', 'action_reset_main', 'action_reset_k10', 'action_reset_gad', 'action_save_chat'];41;['name', 'name_bot', 'bot_name', 'sleep_hours', 'blood_test', 'mood', 'mood_intense', 'mood_reason', 'self_harm', 'if_helpful', 'take_k10', 'ask_gad', 'take_gad', 'age', 'feel', 'q01', 'q02', 'q03', 'q04', 'q05', 'q06', 'q07', 'q08', 'q09', 'q10', 'gq1', 'gq2', 'gq3', 'gq4', 'gq5', 'gq6', 'gq7', 'plan_day', 'task', 'tasks', 'more_task', 'result_k10', 'result_gad', 'email_result_k10', 'email_result_gad', 'email'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot'];5;['init_form', 'main_form', 'k10_form', 'gad_form', 'planday_form'];2.0;discarded
adhish9/SilentMoonChatbot;adhish9/SilentMoonChatbot;https://github.com/adhish9/SilentMoonChatbot;1;0;522cebe81d3c2bce2bc750d61ab9c25d8d68dd13;domain_rasa_x.yml;1;1;1;0;14;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'init_form', 'main_form', 'k10_form', 'gad_form', 'tasks', 'video', 'carousel', 'bot_challenge'];10;['name', 'name_bot', 'bot_name', 'sleep_hours', 'blood_test', 'mood', 'mood_intense', 'mood_reason', 'self_harm', 'take_k10'];12;['validate_init_form', 'validate_main_form', 'validate_k10_form', 'validate_gad_form', 'validate_planday_form', 'action_carousel', 'action_reset_all_slots', 'action_reset_planday', 'action_reset_init', 'action_reset_main', 'action_reset_k10', 'action_reset_gad'];12;['validate_init_form', 'validate_main_form', 'validate_k10_form', 'validate_gad_form', 'validate_planday_form', 'action_carousel', 'action_reset_all_slots', 'action_reset_planday', 'action_reset_init', 'action_reset_main', 'action_reset_k10', 'action_reset_gad'];34;['name', 'name_bot', 'bot_name', 'sleep_hours', 'blood_test', 'mood', 'mood_intense', 'mood_reason', 'self_harm', 'if_helpful', 'take_k10', 'take_gad', 'age', 'feel', 'q01', 'q02', 'q03', 'q04', 'q05', 'q06', 'q07', 'q08', 'q09', 'q10', 'gq1', 'gq2', 'gq3', 'gq4', 'gq5', 'gq6', 'gq7', 'plan_day', 'task', 'more_task'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot'];5;['init_form', 'main_form', 'k10_form', 'gad_form', 'planday_form'];2.0;discarded
rasa-kelompok-6/unsri-chatbot-5000;rasa-kelompok-6/unsri-chatbot-5000;https://github.com/rasa-kelompok-6/unsri-chatbot-5000;1;0;ea1ed8e1f2544b5affd93be1d1116b2e7d0b29a8;backupdomain.yml;1;1;1;1;27;['reset', 'ask_time', 'ask_name', 'give_name', 'ask_time', 'salam', 'help', 'akhiri', 'tanya_bentuk_putus_studi', 'tanya_bentuk_putus_studi_undur', 'tanya_bentuk_putus_studi_do', 'tanya_bentuk_putus_studi_diberhentikan', 'tanya_pindah_unsri_Ke_ptn_lain', 'tanya_larangan', 'tanya_ketentuan_pencegahan_plagiasi', 'tanya_stop_out', 'tanya_ketentuan_bagi_mahasiswa_pindahan', 'tanya_hak_mahasiswa', 'tanya_peringatan_dan_sanksi', 'tanya_predikat_kelulusan', 'tanya_kriteria_putus_studi_doktor', 'tanya_pindah_di_dalam_unsri', 'tanya_pindah_pt_lain_ke_unsri', 'tanya_kewajiban', 'tanya_persyaratan_yudisium', 'bot_challenge', 'selesai'];1;['name'];2;['action_get_time', 'action_reset'];2;['action_get_time', 'action_reset'];1;['name'];0;0;['rasa.shared.core.slots.TextSlot'];0;[];2.0;discarded
