id;full-name;html-url;stars;forks;last-commit;domain-files;n-actions-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;type;config-languages;training-language;response-languages;wide-has-english;has-english;pure-english;created-at;owner-name;owner-type;last-commit-date;actions-files
tsin-96/Baymax__models/20200717-003031/core;tsin-96/Baymax;https://github.com/tsin-96/Baymax;2;0;563357d5690bb868338552e834b1497cede032fa;['models/20200717-003031/core/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];6;['utter_cheer_up', 'utter_did_that_help', 'utter_goodbye', 'utter_greet', 'utter_happy', 'utter_iamabot'];0;[];0;0;[];0;[];;mfsd;[];;['en'];True;False;False;2020-07-20T14:15:10Z;tsin-96;User;2020-10-21T18:32:32Z;[]
codemaker2015/Rasa-Unity;codemaker2015/Rasa-Unity;https://github.com/codemaker2015/Rasa-Unity;0;0;aa4ba514660336e1e6d087fde2e8aa2b5740d6ff;['Rasa/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];6;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_iamabot'];0;[];0;0;[];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2022-08-04T17:49:07Z;codemaker2015;User;2022-08-04T17:56:12Z;[]
SreenijaK/rasa-ner__rasa/cli/initial_project;SreenijaK/rasa-ner;https://github.com/SreenijaK/rasa-ner;0;1;033fa8ede08b6c31acfa2a8f8ff4156bf1d4f930;['rasa/cli/initial_project/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];6;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_iamabot'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2019-10-17T08:04:52Z;SreenijaK;User;2019-10-18T08:12:29Z;['rasa/core/actions/action.py']
PyConTH/rasa-chatbot;PyConTH/rasa-chatbot;https://github.com/PyConTH/rasa-chatbot;0;0;a94774232cb6ea611fc979ed34524edab9777920;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];6;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_iamabot'];0;[];0;0;[];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-10-07T08:10:37Z;PyConTH;Organization;2019-10-07T14:49:56Z;['actions/actions.py']
MdMonirHossan/Rasa-Chat-UI__.;MdMonirHossan/Rasa-Chat-UI;https://github.com/MdMonirHossan/Rasa-Chat-UI;0;0;65943924d816a65677d83e23b1e8f711acbbb14b;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];6;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_iamabot'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2020-08-21T14:32:28Z;MdMonirHossan;User;2020-08-21T15:03:15Z;['actions.py']
MdMonirHossan/Rasa-Chat-UI__rasa-master/rasa/cli/initial_project;MdMonirHossan/Rasa-Chat-UI;https://github.com/MdMonirHossan/Rasa-Chat-UI;0;0;65943924d816a65677d83e23b1e8f711acbbb14b;['rasa-master/rasa/cli/initial_project/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];6;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_iamabot'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2020-08-21T14:32:28Z;MdMonirHossan;User;2020-08-21T15:03:15Z;['rasa-master/rasa/core/actions/action.py']
RasaHQ/rasa__examples/moodbot;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;d6829b6acc10fd9548798176bb0f9713107c1555;['examples/moodbot/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['en'];['en'];['en'];True;True;True;2016-10-14T12:27:49Z;RasaHQ;Organization;2025-01-14T10:26:14Z;[]
bmshambu/Rasa_chatbot_development;bmshambu/Rasa_chatbot_development;https://github.com/bmshambu/Rasa_chatbot_development;1;2;5ac7964ee3a24e1586584a9bcce97cd7ce607f6f;['Rasa_demo_1/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-01-26T07:58:26Z;bmshambu;User;2023-01-28T11:01:13Z;['Rasa_demo_1/actions/actions.py']
tankaye09/rasa-salesbot-action;tankaye09/rasa-salesbot-action;https://github.com/tankaye09/rasa-salesbot-action;1;0;5c66637129c5827696259f223cf1c608d1eb1264;['app/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2022-07-31T05:17:20Z;tankaye09;User;2022-08-13T04:18:29Z;['app/actions/actions.py']
ImeneLEG/NLP;ImeneLEG/NLP;https://github.com/ImeneLEG/NLP;1;0;d5e1bc4c399bdbaf98d7e9cdf8934f622f781f1e;['chatbot/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-02-24T18:49:58Z;ImeneLEG;User;2024-04-04T04:44:55Z;['chatbot/actions/actions.py']
DeccaC/rasachatbot;DeccaC/rasachatbot;https://github.com/DeccaC/rasachatbot;0;0;e8f45d7b05fcb4bd712aaf0574a82288d0f17c86;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2022-08-23T14:07:26Z;DeccaC;User;2022-08-23T14:06:31Z;['actions/actionFunctions.py']
varunrhebbar/rasa-chatbot;varunrhebbar/rasa-chatbot;https://github.com/varunrhebbar/rasa-chatbot;0;0;699c7fb09776043f7223e128ebb743babe946404;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-04-24T07:22:16Z;varunrhebbar;User;2023-04-24T07:36:10Z;['actions.py']
tvnam0605/Demo_ChatbotsUsing_Python_and_Rasa;tvnam0605/Demo_ChatbotsUsing_Python_and_Rasa;https://github.com/tvnam0605/Demo_ChatbotsUsing_Python_and_Rasa;0;0;b57ddb2f23403ef552e575ba418f6e51b4df11d6;['sample_bot/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-05-24T15:49:04Z;tvnam0605;User;2023-05-24T15:50:03Z;['sample_bot/actions.py']
shreeram21110157/Voicebot;shreeram21110157/Voicebot;https://github.com/shreeram21110157/Voicebot;0;0;38e1130ae162b36943e888e26cfce9944c136f04;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-08-11T16:57:33Z;shreeram21110157;User;2023-08-11T16:59:59Z;['actions.py']
Deepam-Rai/Lily-Mental-Health-Bot;Deepam-Rai/Lily-Mental-Health-Bot;https://github.com/Deepam-Rai/Lily-Mental-Health-Bot;0;0;b980ae3ce3b0f8e3426c05add00f900597b4fd2f;['domain/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-11-25T05:37:20Z;Deepam-Rai;User;2024-11-25T07:46:30Z;['actions/actions.py']
Saadayyy/streamlit_assitance-app;Saadayyy/streamlit_assitance-app;https://github.com/Saadayyy/streamlit_assitance-app;0;0;68af3362b099e32c5793ca4c35148d5c228d2974;['chatbot/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-12-22T14:54:15Z;Saadayyy;User;2025-01-12T13:57:38Z;['app/pages/actions.py']
pmanlukas/simple-bot;pmanlukas/simple-bot;https://github.com/pmanlukas/simple-bot;0;0;31e60906035d216c40063e9d946f29aef9e8943e;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2021-04-11T08:17:20Z;pmanlukas;User;2021-04-11T10:29:07Z;['actions.py']
iamavinashpatil/CHATBOT;iamavinashpatil/CHATBOT;https://github.com/iamavinashpatil/CHATBOT;1;0;138f235849b942615d956a9e1cf7839325009a06;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2020-06-24T13:38:30Z;iamavinashpatil;User;2020-06-24T16:32:47Z;['actions.py']
sameerrr/chatbot-rasa;sameerrr/chatbot-rasa;https://github.com/sameerrr/chatbot-rasa;0;0;86a5b0d467000ec4e9995fd41c06c370c14621c1;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2020-10-06T11:41:12Z;sameerrr;User;2020-10-06T11:44:56Z;['actions.py']
shenoy-anurag/data-science-chatbot__rasa/cli/initial_project;shenoy-anurag/data-science-chatbot;https://github.com/shenoy-anurag/data-science-chatbot;0;0;fd3ad32cfed8db485df45c911481f99255e79281;['rasa/cli/initial_project/domain.yml'];4;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.0;mfsd;['en'];['en'];['en'];True;True;True;2022-01-04T23:14:34Z;shenoy-anurag;User;2022-02-18T06:04:27Z;['rasa/core/actions/two_stage_fallback.py', 'rasa/core/actions/forms.py', 'rasa/core/actions/action.py', 'rasa/core/actions/loops.py']
RasaHQ/rasa__rasa/cli/initial_project;RasaHQ/rasa;https://github.com/RasaHQ/rasa;19195;4668;d6829b6acc10fd9548798176bb0f9713107c1555;['rasa/cli/initial_project/domain.yml'];5;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['en'];['en'];['en'];True;True;True;2016-10-14T12:27:49Z;RasaHQ;Organization;2025-01-14T10:26:14Z;['rasa/core/actions/forms.py', 'rasa/core/actions/constants.py', 'rasa/core/actions/loops.py', 'rasa/core/actions/action.py', 'rasa/core/actions/two_stage_fallback.py']
Chinese-NLP-book/rasa_chinese_book_code__Chapter01/sample_project;Chinese-NLP-book/rasa_chinese_book_code;https://github.com/Chinese-NLP-book/rasa_chinese_book_code;339;110;bf18725eba3c4fb716c8c2bfa4b188b01de7aeee;['Chapter01/sample_project/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.0;mfsd;['en'];['zh', 'en'];['en'];True;True;False;2021-07-21T04:34:20Z;Chinese-NLP-book;Organization;2022-10-25T06:30:31Z;[]
kendall5410/rasa-chatbot__.;kendall5410/rasa-chatbot;https://github.com/kendall5410/rasa-chatbot;1;0;4948c8afac17d72f74d202365a61fa1f53d67a2c;['domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['en'];;['en'];True;False;False;2023-07-28T14:31:09Z;kendall5410;User;2023-07-28T14:42:04Z;[]
memercz/chatbot_deployment__.;memercz/chatbot_deployment;https://github.com/memercz/chatbot_deployment;0;0;d6d82010e58dcd50df381fc112e692ce094e1289;['domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['en'];;['en'];True;False;False;2024-05-07T09:49:19Z;memercz;User;2024-09-05T17:25:04Z;['actions/actions.py']
persocom01/Customer-Feedback__chatbot;persocom01/Customer-Feedback;https://github.com/persocom01/Customer-Feedback;1;0;40cfd8ae31442803de660c7552cfb8c5b6eeef4c;['chatbot/domain.yml'];1;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];2.0;mfsd;['en'];;['en'];True;False;False;2021-08-13T07:48:36Z;persocom01;User;2021-10-25T19:05:30Z;['chatbot/actions/customer_feedback_actions.py']
YasinEnigma/chatbot__task-006/part-02/rasa_persian;YasinEnigma/chatbot;https://github.com/YasinEnigma/chatbot;6;0;b5d323218a6e22cb82d8b328c966acb56f4380ae;['task-006/part-02/rasa_persian/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['fa'];['fa'];['fa'];False;False;False;2022-09-08T15:54:20Z;YasinEnigma;User;2024-02-15T15:38:40Z;[]
HuuThoCSE/Project_ChatBot_Rasa;HuuThoCSE/Project_ChatBot_Rasa;https://github.com/HuuThoCSE/Project_ChatBot_Rasa;0;0;40895a7b9f2a5566ecba95a1ba3ef8086b7e3f09;['chatbot_rasa/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['vi'];['en'];['en'];True;False;False;2023-01-11T01:58:02Z;HuuThoCSE;User;2023-01-11T03:33:26Z;[]
hitthecodelabs/RasaHealthAssistant__rasa_chat/varios/datas_0;hitthecodelabs/RasaHealthAssistant;https://github.com/hitthecodelabs/RasaHealthAssistant;0;0;a504048a2ec62b0d3d835227de576aa28afe05c7;['rasa_chat/varios/datas_0/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;[];['en'];['en'];True;True;True;2023-11-03T03:26:50Z;hitthecodelabs;User;2023-11-09T17:05:24Z;[]
sandeepsalkuti/Hack-A-Roo-Fall2020__models/core;sandeepsalkuti/Hack-A-Roo-Fall2020;https://github.com/sandeepsalkuti/Hack-A-Roo-Fall2020;0;0;a063793d9fd839cd239f5b00a216949f64165e0f;['models/core/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];2.0;mfsd;[];;['en'];True;False;False;2020-11-06T23:55:13Z;sandeepsalkuti;User;2020-11-07T02:03:04Z;[]
evamir1968/Chatbot-sp__08-response-selection;evamir1968/Chatbot-sp;https://github.com/evamir1968/Chatbot-sp;0;0;1684a863b28c4cfa268fd3f65f77e5d4cd76a714;['08-response-selection/domain.yml'];0;0;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'chitchat'];0;[];1;['utter_chitchat'];0;[];0;0;[];0;[];2.0;mfsd;['en'];['en'];['en'];True;True;True;2022-03-16T18:59:57Z;evamir1968;User;2022-03-23T18:39:35Z;[]
Rakshith-R/ActionBot_Contact;Rakshith-R/ActionBot_Contact;https://github.com/Rakshith-R/ActionBot_Contact;1;0;ec97b96b68a7dd39e573b85016ba60597c05aca6;['rasa_files/domain.yml'];1;0;31;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'inform', 'book_cab', 'get_driver_details', 'ask_flight_schedule', 'ask_flight_arrival', 'ask_nearby_hotels', 'ask_for_handoff', 'transport', 'flights', 'services', 'others', 'hotels', 'ask_ticket_counter', 'ask_currency_exchange', 'ask_currency_counter', 'ask_parking_details', 'ask_metro_details', 'ask_train_details', 'ask_store_promos', 'ask_bus_station', 'ask_restaurant_details', 'ask_what_can_you_do', 'cancel_form', 'ask_for_reason', 'current_location'];8;['loc', 'transport', 'flight_ID', 'train_pnr', 'currency', 'name', 'number', 'time'];47;['action_utter_greet', 'utter_ask_book_same_cab', 'action_check_booking_exists', 'utter_default', 'utter_greet', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_ask_location', 'action_book_cab', 'action_extract_locations', 'utter_driver_details', 'utter_ask_flight_id', 'action_get_flight_schedule', 'action_get_flight_arrival', 'action_custom_restart', 'action_get_nearby_hotels', 'utter_transport_path_details', 'utter_flights_path_details', 'utter_hotels_path_details', 'utter_services_path_details', 'utter_others_path_details', 'action_handoff', 'utter_ticket_counter_location', 'action_get_parking_details', 'action_get_metro_details', 'utter_ask_train_pnr', 'action_get_train_details', 'action_get_currency_counter', 'action_get_currency_exchange', 'action_get_store_promos', 'action_get_bus_station', 'utter_ask_name', 'utter_ask_number', 'utter_ask_from_loc', 'utter_ask_to_loc', 'utter_ask_time', 'utter_ask_porter', 'action_get_restaurants', 'utter_functionalities', 'utter_ask_terminal', 'utter_ask_confirmation', 'utter_cancelled', 'action_reset_cab_booking_info', 'utter_reason', 'utter_ask_cancel_previous_cab', 'action_custom_fallback'];15;['from_loc', 'to_loc', 'time', 'name', 'number', 'porter', 'terminal', 'prev_cab', 'pc_from_loc', 'pc_to_loc', 'book_same_cab', 'driver', 'cancel_previous_cab', 'booking_exists', 'location'];0;0;['unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'bool', 'unfeaturized'];1;['book_cab_form'];;sfsd;['en'];['en'];['en'];True;True;True;2020-05-28T04:38:03Z;Rakshith-R;User;2020-05-27T17:24:10Z;['rasa_files/actions.py']
ammy20019/RASA_chatbot_Medlo;ammy20019/RASA_chatbot_Medlo;https://github.com/ammy20019/RASA_chatbot_Medlo;1;0;ffe5fe67e1419ceb4160f83ddc46fab66fe111bc;['app/domain.yml'];1;0;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'inform', 'search_provider', 'thanks', 'out_of_scope'];3;['facility_type', 'facility_id', 'location'];8;['utter_noworries', 'utter_greet', 'utter_goodbye', 'utter_ask_location', 'utter_ask_facility_type', 'find_facility_types', 'find_healthcare_address', 'utter_address'];4;['facility_type', 'facility_address', 'facility_id', 'location'];0;0;['unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized'];1;['facility_form'];1.5;sfsd;['en'];['en'];['en'];True;True;True;2020-11-02T01:49:12Z;ammy20019;User;2020-11-02T02:01:39Z;['app/actions.py']
Ranjan4Kumar/RASA_masterclass__rasa-masterclass-master/episode8;Ranjan4Kumar/RASA_masterclass;https://github.com/Ranjan4Kumar/RASA_masterclass;0;0;6928e575762f416a251cae6245283e8a5cc4744f;['rasa-masterclass-master/episode8/domain.yml'];1;0;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'inform', 'search_provider', 'thanks', 'out_of_scope'];3;['facility_type', 'facility_id', 'location'];8;['utter_noworries', 'utter_greet', 'utter_goodbye', 'utter_ask_location', 'utter_ask_facility_type', 'find_facility_types', 'find_healthcare_address', 'utter_address'];4;['facility_type', 'facility_address', 'facility_id', 'location'];0;0;['unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized'];1;['facility_form'];1.5;mfsd;['en'];['vo', 'en'];['en'];True;True;False;2022-12-12T08:05:40Z;Ranjan4Kumar;User;2022-12-15T12:19:50Z;['rasa-masterclass-master/episode8/actions.py']
vaidikapadigela/HealthBot;vaidikapadigela/HealthBot;https://github.com/vaidikapadigela/HealthBot;0;0;0e73fb39ed88eae0f4b0929c3e031613f3b0a22d;['domain.yml'];1;0;8;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'inform_symptom', 'inform_disease'];2;['symptom', 'disease'];2;['action_findDisease', 'action_giveMoreInformation'];2;['symptom', 'disease'];2;0;['text', 'text'];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-12-05T15:04:55Z;vaidikapadigela;User;2023-11-20T12:46:44Z;['actions/actions.py']
SirKaza/WaiterCode-AgenteConversacional;SirKaza/WaiterCode-AgenteConversacional;https://github.com/SirKaza/WaiterCode-AgenteConversacional;0;0;8665d2a548eaaa3505c0b7ecb94c130074a81d32;['domain.yml'];1;0;25;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'interrupt', 'Q1_ANS', 'Q2_ANS', 'Q3_ANS', 'Q4_ANS', 'Q5_ANS', 'Q6_ANS', 'Q7_ANS', 'Q8_ANS', 'Q9_ANS', 'Q10_ANS', 'Q11_ANS', 'Q12_ANS', 'Q13_ANS', 'Q14_ANS', 'Q15_ANS', 'Q16_ANS', 'RESTORE_', 'PAUSE_'];0;[];3;['action_db', 'action_open_question', 'action_what_time'];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-06-13T17:35:21Z;SirKaza;User;2023-06-13T17:27:28Z;['actions/actions.py']
sids07/rasa_chatbot;sids07/rasa_chatbot;https://github.com/sids07/rasa_chatbot;0;1;02c6503c12e695ec5ceb70768c30433bfafd76cb;['domain.yml'];1;0;27;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'service_provider', 'bot_challenge', 'room_info', 'thanks', 'inform', 'rooms_and_suites', 'faqs', 'culinary_delights', 'halls', 'name', 'view_details', 'deluxe_room', 'heritage_deluxe_room', 'club_shangre_la_executive', 'the_junior_suites', 'the_business_suites', 'the_presidential_suites', 'book_room', 'out_of_scope', 'book', 'describe'];9;['facility_type', 'number_of_person', 'room_types', 'number_adult', 'number_child', 'person', 'time', 'number', 'email'];10;['action_book_rooms', 'utter_ask_room_types', 'utter_ask_number_of_children', 'utter_ask_number_of_adults', 'utter_ask_time', 'utter_wrong_room_types', 'utter_wrong_number_of_adults', 'utter_wrong_number_of_children', 'action_reset_all_slots', 'action_store'];8;['facility_type', 'have_children', 'message', 'name', 'number_of_adults', 'number_of_children', 'room_types', 'time'];0;0;['text', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'unfeaturized'];1;['room_form'];;sfsd;['en'];['en'];['en'];True;True;True;2020-09-13T17:22:47Z;sids07;User;2020-10-05T03:24:49Z;['actions.py']
JimmyTan2000/thd-cinema-chatbot;JimmyTan2000/thd-cinema-chatbot;https://github.com/JimmyTan2000/thd-cinema-chatbot;0;0;3120bc13fae0cd09f09a3024f799e5940df30450;['src/domain.yml'];1;0;18;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'thanks_bot', 'bot_challenge', 'ask_what_movie', 'ask_specific_movie_time', 'know_more_about_specific_movie', 'ask_ticket_price', 'show_movie_schedule', 'choose_seat', 'out_of_scope', 'ask_seat_availability_with_date', 'ask_seat_availability_without_date', 'give_date'];4;['date', 'movie_name', 'ticket_number', 'ticket_type'];4;['action_movie_description', 'action_movies_available', 'action_movies_schedule', 'action_sitting_plans'];4;['date', 'movie_name', 'ticket_number', 'ticket_type'];0;0;['text', 'text', 'text', 'text'];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2022-07-11T13:57:54Z;JimmyTan2000;User;2022-07-11T14:07:09Z;['src/actions/actions.py']
YasinEnigma/chatbot__task-006/part-02/rasa_persian/rasa-telegram-connector-master;YasinEnigma/chatbot;https://github.com/YasinEnigma/chatbot;6;0;b5d323218a6e22cb82d8b328c966acb56f4380ae;['task-006/part-02/rasa_persian/rasa-telegram-connector-master/domain.yml'];0;0;6;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy'];0;[];5;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2022-09-08T15:54:20Z;YasinEnigma;User;2024-02-15T15:38:40Z;[]
psds01/rasa_custom;psds01/rasa_custom;https://github.com/psds01/rasa_custom;4;4;a825b6e8d66165a879c4ceb51efdf37b6d33a074;['cli/initial_project/domain.yml'];1;0;6;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy'];0;[];5;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye'];0;[];0;0;[];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-07-12T10:17:39Z;psds01;User;2019-07-12T12:04:32Z;['core/actions/action.py']
