id;full-name;html-url;stars;forks;last-commit;domain-file;n-nlu-files;n-actions-files;n-language-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version
zacharyrussell/HighriseChatbot__WebScraper;zacharyrussell/HighriseChatbot;https://github.com/zacharyrussell/HighriseChatbot;0;0;85cc46afe91da2d94adc1731457c9de54da44e91;WebScraper/domainIntent.yml;1;0;0;1;659;['pin_feature_overview', 'pin_content_types', 'how_to_pin', 'how_to_unpin', 'pin_limit', 'introduction_to_pinning', 'pinning_locations', 'pinning_posts', 'pinning_comments', 'pinning_assets', 'pinning_limit_and_organization', 'delete_items_earn_bubbles', 'new_delete_feature', 'use_delete_feature', 'confirm_delete_action', 'receive_bubbles_notification', 'profile_changes_overview', 'animated_avatars', 'customizable_backgrounds', 'social_media_links', 'improved_connections_interface', 'enhanced_creations_section', 'pinning_feature', 'changing_background_overview', 'navigate_to_profile', 'access_pose_and_background', 'select_new_background', 'enjoy_creativity', 'explain_grab_swapping', 'transparency_in_grab', 'how_to_perform_swap', 'swap_impact_on_rewards', 'identifying_swappable_items', 'when_to_swap_items', 'ask_about_ootd_feature', 'ask_where_to_find_ootd', 'ask_ootd_item_source', 'ask_sharing_ootd_look', 'ask_about_ootd_rewards', 'ask_about_ootd_frequency', 'suggest_ootd_improvements', 'greet_directory', 'access_worlds_rooms', 'beta_label', 'discover_worlds', 'search_worlds', 'world_slide_up', 'follow_worlds', 'world_stats', 'followers_screen', 'ask_about_sharing_socials', 'how_to_add_social_media_links', 'available_social_media_platforms', 'age_restriction_social_links', 'report_inappropriate_links', 'privacy_and_safety_reminder', 'subscribe_highrise_plus', 'highrise_plus_tiers', 'highrise_plus_perks', 'managing_subscription', 'highrise_plus_support', 'start_inbox_calls', 'user_restriction', 'call_notifications', 'manage_during_calls', 'switch_call_modes', 'pin_message', 'unpin_message', 'delete_message', 'edit_message', 'send_gif', 'view_gif', 'ask_inbox_media', 'benefit_of_inbox_media', 'media_sending_process', 'media_display_features', 'subscription_requirements', 'safety_and_restrictions', 'ask_about_engagement_earnings', 'inquire_earned_gold_conversion', 'faq_engagement_based_payouts', 'ask_display_name_feature', 'customize_display_name', 'change_display_name', 'display_name_guidelines', 'display_name_visibility', 'report_offensive_display_name', 'inquire_guidelines_intro', 'inquire_positive_community_engagement', 'inquire_age_guidelines', 'inquire_community_safety', 'inquire_trade_safety', 'inquire_account_rules', 'inquire_suicide_prevention', 'ask_about_highrise', 'how_to_socialize', 'fashion_in_highrise', 'building_in_highrise', 'life_reporting_in_highrise', 'participating_in_contests', 'how_to_play_highrise', 'ask_how_chat_filter_works', 'ask_whats_allowed_in_chat', 'ask_how_filter_understands_context', 'ask_about_reputation_system', 'ask_about_tweaks_and_feedback', 'inquire_bubbles', 'bubble_goal_getter', 'bubble_gift_grabber', 'bubble_crewmate_charm', 'bubble_spare_seller', 'inquire_gold_options', 'purchase_gold', 'earn_gold_builder', 'earn_gold_offers', 'earn_gold_games', 'receive_gold_tips', 'earn_gold_crew', 'inquire_purchase_issues', 'troubleshoot_purchase_issue', 'inquire_double_charge', 'inquire_accidental_purchase', 'resolve_double_charge_ios', 'resolve_double_charge_android', 'request_refund_ios', 'request_refund_android', 'direct_support_contact', 'prevent_accidental_purchase', 'inquire_gold_offer_availability', 'how_to_access_cash_shop', 'inquiry_post_offer_completion', 'contact_sponsor_support', 'follow_up_missing_gold_status', 'inquire_gold_bar_premium', 'gold_bar_tradability', 'gold_bar_inflation_protection', 'gold_bar_as_decor', 'summary_gold_bar_importance', 'ask_how_sales_work', 'explain_sales_special_features', 'inquire_types_of_sales', 'account_specific_sales_info', 'targeted_sales_criteria', 'inquire_tipping_system', 'about_tipping_in_highrise', 'guide_to_tipping', 'tipping_options', 'gold_conversion', 'indirect_tipping', 'ask_tip_jars_intro', 'setup_tip_jar', 'tipping_tip_jar', 'add_message_to_tip', 'report_offensive_message', 'top_tippers_info', 'collect_gold_from_jar', 'ask_about_eligibility_in_ads', 'reward_for_short_appearances', 'reward_for_long_appearances', 'no_reward_for_public_appearances', 'policy_exceptions', 'inquire_verified_resellers', 'reseller_offers', 'reseller_transactions', 'become_verified_reseller', 'contact_information', 'other_resources', 'inquire_earned_gold_definition', 'inquire_earned_gold_usage', 'inquire_earned_gold_cashout', 'inquire_view_earned_gold_balance', 'inquire_cashout_requirements', 'inquire_cashout_processing_time', 'inquire_earned_gold_support_issues', 'ask_how_to_take_screenshot', 'ask_about_sharing_screenshots', 'create_first_post_help', 'share_adventures', 'post_options', 'permission_issues_help', 'device_permission_steps', 'share_post_action', 'enthusiasm_for_posting', 'post_removal_inquiry', 'community_guidelines_violation', 'report_guideline_violation', 'ask_profile_public', 'change_privacy_settings', 'followers_interaction', 'delete_post', 'delete_comment', 'manage_room_subscriptions', 'create_custom_room', 'subscription_payment', 'cancel_subscription', 'subscription_notifications', 'create_own_room', 'manage_owned_room', 'explore_owned_rooms', 'owned_room_cost', 'create_room_intro', 'room_creation_step_one', 'room_design_process', 'complete_room_creation', 'inquire_room_design', 'inquire_furniture_acquisition', 'inquire_furniture_customization', 'inquire_special_item_features', 'inquire_design_save_and_exit', 'room_change_intro', 'navigate_to_rooms', 'create_a_room', 'delete_a_room', 'ask_room_privacy_settings', 'inquire_locking_gates', 'room_settings_instruction', 'adjust_guest_list', 'inquire_moderate_room', 'inquire_delegate_moderation_privileges', 'inquire_moderation_actions', 'teamwork_collaboration_introduction', 'setup_wobbly_bookcases', 'give_design_rights', 'add_user_to_room', 'furniture_management', 'start_adding_music', 'navigate_room_settings', 'edit_room_information', 'add_radio_station', 'change_or_clear_music', 'room_deletion_intro', 'room_deletion_steps', 'room_deletion_warning', 'ask_about_crew_rooms', 'building_community_with_crew_rooms', 'create_crew_room', 'manage_crew_room', 'design_and_customize_crew_room', 'inquire_room_boost_introduction', 'inquire_room_boost_duration', 'inquire_room_reboost_feature', 'inquire_room_boost_benefits', 'enquire_directory_categories', 'enquire_category_effect_on_gameplay', 'enquire_room_subcategory_info', 'enquire_category_change_limit', 'enquire_access_directory_categories', 'problem_finding_room_in_directory', 'start_voice_chat', 'microphone_access', 'manage_voice_chat', 'voice_chat_costs', 'age_restriction_voice_chat', 'welcome_to_spectating', 'how_to_enable_spectating', 'benefits_of_spectating', 'limitations_of_spectating', 'managing_spectators', 'spectating_rules', 'ask_what_is_skypass', 'ask_how_to_access_skypass', 'ask_about_stars_and_tiers', 'ask_about_rewards', 'ask_about_skypass_plus', 'ask_about_season_end', 'ask_troubleshooting_skypass', 'provide_feedback', 'ask_about_free_gift_boxes', 'find_gift_boxes', 'open_gift_boxes', 'ask_about_crew_gifts', 'crew_gifts_benefits', 'receiving_crew_gifts', 'ask_about_lucky_wheel', 'lucky_wheel_spinning_frequency', 'lucky_wheel_multiple_accounts', 'lucky_wheel_timer_reset', 'finding_lucky_wheel', 'ask_how_to_redeem_promo_code', 'log_into_website', 'choose_redeem_option', 'enter_promo_code', 'check_redeemed_items', 'ask_about_grabs', 'ask_how_to_find_grabs', 'ask_about_event_room', 'ask_about_rarities', 'ask_about_legendary_items', 'ask_item_rarity_value', 'inquire_item_rarity_categories', 'ask_spin_chances', 'inquire_grab_types', 'ask_item_availability_and_trade', 'inquire_shopping_experience', 'navigate_to_store', 'explore_shop_sections', 'understand_trade_options', 'enter_design_mode', 'shop_for_furniture', 'browse_storefront', 'pay_for_items', 'find_grab_item', 'ask_about_grab_expiry', 'grab_expiry_difference', 'missed_grab_options', 'check_grab_info', 'spin_rates_variability', 'grab_rigging_misconception', 'grab_probability_explanation', 'introduce_second_hand_grabs', 'setup_second_hand_grabs', 'manage_second_hand_grabs', 'visitor_interactions', 'explain_progress_rewards', 'progress_rewards_earning', 'progress_reward_meters', 'claiming_progress_rewards', 'progress_rewards_variability', 'post_legendary_rewards_reset', 'inquire_grab_tokens', 'usage_of_grab_tokens', 'run_out_of_tokens', 'special_grab_rules', 'greet_highrise_community', 'report_violation_intro', 'using_in_app_reporting', 'step_by_step_reporting', 'importance_of_detailed_reports', 'request_appeal_process', 'appeal_wait_time', 'appeal_eligibility', 'appeal_guidelines', 'appeal_final_decision', 'ban_unruly_players', 'ban_with_moderation_rights', 'permanence_of_ban', 'block_someone_general', 'block_someone_instructions', 'unblock_someone_instructions', 'block_advantage', 'ask_how_crew_gifts_work', 'ask_when_crew_gifts_are_received', 'inquire_about_crew_purchases', 'ask_multiple_crews', 'express_concern_betrayal', 'inquire_admin_rights', 'add_admin_instructions', 'crew_member_list_usage', 'ask_about_kicking_member', 'ask_about_kicking_during_event', 'ask_about_adding_member_back', 'ask_about_reporting_member', 'ask_about_blocking_member', 'inquire_how_to_leave_crew', 'confirm_leave_crew_action', 'create_crew_instructions', 'crew_creation_cost', 'invite_friends_to_crew', 'request_join_crew', 'crew_request_invite', 'crew_after_approval', 'crew_membership_rule', 'define_crew', 'crew_benefits', 'crew_activity_features', 'crew_gifts', 'check_crew_gifts', 'inquire_how_to_trade', 'add_items_to_trade', 'confirm_trade', 'ensure_trade_safety', 'collect_traded_items', 'warn_about_scammers', 'advice_on_borrowing_items', 'caution_against_free_offers', 'rules_on_currency', 'reporting_scam_activity', 'ask_items_disappeared_after_trade_canceled', 'how_to_restore_items_after_trade_cancel', 'navigate_to_market', 'list_items_in_market', 'check_my_listings', 'sell_items_on_market', 'market_fees_explanation', 'market_expiration_policy', 'report_buggy_item', 'contact_concierge', 'report_subjective_feedback', 'understand_bug_evaluation', 'report_unfixable_bug', 'ask_about_spin_crash_outcome', 'ask_for_item_received_after_spin_crash', 'inquire_item_missing_info', 'action_restart_app', 'inquire_support_ticket_info', 'ask_account_frozen_appeal_steps', 'inquire_age_verification_process', 'ask_verification_outcome', 'ask_delete_account', 'verify_delete_account_steps', 'cancel_account_deletion', 'warn_irreversible_deletion', 'ask_about_safety_lock', 'enable_safety_lock', 'safety_lock_requirements', 'reset_safety_lock_pin', 'security_of_safety_lock', 'consequences_without_safety_lock', 'ask_about_safety_tools', 'inquire_age_restriction', 'caution_sharing_personal_info', 'risk_of_sharing_account_details', 'report_and_block_guide', 'account_security_tips', 'guidelines_and_moderation', 'ask_about_account_sales', 'ask_about_account_purchases', 'ask_about_giving_away_account', 'change_username_instructions', 'change_username_effects', 'username_change_cost', 'revert_username', 'username_availability', 'inactive_usernames', 'account_security', 'navigate_to_settings', 'account_management', 'add_email', 'email_purpose', 'email_privacy', 'link_account_instructions', 'disconnect_account_instructions', 'social_visibility_details', 'warn_about_scammers', 'advise_on_borrowing', 'avoid_phishing_scams', 'password_protection_advice', 'warn_about_real_money_trades', 'report_scam_activity', 'warn_against_hacking', 'password_reset_intro', 'update_registered_email', 'initiate_password_reset', 'complete_password_reset', 'email_link_issue', 'contact_support_for_password', 'ask_about_udc_feature', 'inquire_contest_types', 'ask_submitting_entry', 'inquire_voting_process', 'ask_name_on_submission', 'how_to_delete_entry', 'ask_vote_retraction', 'ask_submission_error', 'ask_about_inspired_items', 'design_contest_winners', 'other_player_inspired_items', 'check_for_missing_attribution', 'understand_parallel_thinking', 'ask_about_rot_d', 'enter_rot_d', 'rules_rot_d', 'ask_about_rot_w', 'enter_rot_w', 'rules_rot_w', 'ask_about_oot_d', 'ask_avatar_layering_guide', 'query_avatar_layering_updates', 'seeking_avatar_layering_tips', 'about_mini_design_contests', 'entry_guidelines', 'contest_judging_criteria', 'post_winning_process', 'designing_tips', 'contest_overview', 'contest_rules', 'contest_submission', 'finalist_selection', 'prize_distribution', 'currency_types', 'daily_gift_tokens', 'how_to_access_heart_mart', 'heart_mart_usage', 'ask_about_highrise_brands', 'inquire_about_deerly', 'inquire_about_elixir', 'ask_about_skyrise_mall', 'accessing_skyrise_mall', 'exploring_skyrise_mall', 'items_in_skyrise_mall', 'teleportation_in_skyrise_mall', 'verify_account_error_check_verification_role', 'verify_account_error_mismatched_username', 'verify_account_error_relink', 'verify_account_error_multiple_accounts', 'verify_account_error_too_new', 'verify_account_error_wrong_discord_account', 'verify_account_error_suspended_banned', 'verify_account_error_inactive_account', 'verify_account_error_authorization_cancelled', 'ask_how_to_verify_account', 'ask_join_server', 'ask_navigate_verification_channel', 'ask_press_buttons_verify', 'ask_login_with_accounts', 'ask_join_discord', 'ask_verification_process', 'ask_account_eligibility', 'ask_about_highrise_assets', 'ask_about_highrise_style_guides', 'ask_about_highrise_assets_contents', 'explain_hrlive', 'event_types_hrlive', 'hr_live_eligibility', 'apply_hrlive', 'hr_live_support', 'explain_highrise_bot', 'create_highrise_bot', 'highrise_bot_sdk', 'highrise_bot_additional_info', 'concept_empowerment', 'design_contest_prizes', 'fairness_in_design', 'design_restrictions', 'collaboration_in_concepts', 'concept_guidelines', 'contact_art_team', 'submission_notifications', 'send_design_notes', 'concept_progress_updates', 'multi_way_chat', 'edit_request_timeline', 'post_live_feedback', 'item_delivery', 'start_submission', 'upload_images', 'edit_submission_images', 'concept_submission_strategy', 'view_delete_submission', 'troubleshoot_submission_issues', 'update_submission_images', 'voting_instructions', 'elo_scoring_explanation', 'voting_mechanics', 'vote_tracking', 'fair_chance_voting', 'report_violation', 'navigate_to_highrise', 'locate_concepts', 'vote_or_submit', 'view_concept_details', 'search_concept', 'explain_highrise_concepts', 'voting_in_concepts', 'benefits_of_elo_rating', 'community_involvement_concepts', 'future_plans_for_concepts', 'general_information_events', 'event_styles_info', 'earning_tickets', 'party_time_bonus', 'buying_event_items', 'lucky_wheel_info', 'token_info', 'crew_tickets_info', 'crew_kick_policy', 'event_introduction', 'model_strategy', 'judge_strategy', 'boosts_and_items', 'event_tips', 'guide_intro', 'initiating_prank', 'choosing_prank_item', 'earning_tickets', 'bonus_strategy', 'general_event_details', 'event_overview', 'collect_items', 'donate_to_npcs', 'earn_tickets', 'filling_meter', 'participation_milestones', 'crew_score', 'gather_in_bulk', 'use_party_time', 'explain_creature_coins', 'earning_creature_coins', 'epic_creature_earnings', 'legendary_creature_earnings', 'claiming_coins', 'using_creature_coins', 'purchasing_risks_warning', 'purchase_requirements', 'setup_metamask', 'connect_wallet_to_immutable_X', 'add_funds', 'purchase_creature', 'view_and_use_creature', 'ask_alternative_ways_to_get_creature', 'ask_price_highrise_creatures', 'highrise_creature_price_low', 'highrise_creature_price_high', 'benefits_wear_items_metaverse', 'access_club_room', 'access_discord_channel', 'daily_creature_coins', 'unlock_skypass_plus', 'exclusive_creature_content', 'ask_about_becoming_member', 'inquire_benefits_membership', 'ask_about_creature_coins', 'ask_about_nfts', 'buy_sell_nfts', 'uniqueness_of_nfts', 'about_highrise_creature_club', 'perks_highrise_creature_club', 'join_highrise_discord', 'detect_scam_accounts', 'verify_secure_links', 'avoid_false_collections', 'warning_trust_trades', 'protect_wallet_security', 'ask_other_ways_to_own_land', 'inquire_about_land_updates', 'inquire_land_purchase', 'inquire_land_benefits', 'create_customizable_rooms', 'link_room_to_land', 'land_tokens_usage', 'exclusive_land_shop', 'increase_room_capacity', 'surprise_airdrops', 'exclusive_discord_channel', 'ask_land_cost_range', 'inquire_land_price_factors', 'ask_land_rarity_difference', 'warn_purchase_risk', 'create_metamask_wallet', 'connect_wallet_opensea', 'purchase_highrise_land', 'connect_wallet_highrise', 'understand_crypto_purchase', 'create_estate_intro', 'connect_wallet', 'estate_land_requirements', 'create_estate_steps', 'dissolve_estate', 'customize_estate_thumbnail', 'withdraw_land', 'locate_land', 'transaction_process', 'check_gas_prices', 'promotional_sale_notice', 'what_is_highrise_land', 'explore_creature_island', 'parcel_types', 'purchasing_land', 'secondary_market'];0;[];0;[];0;[];0;[];0;0;[];0;[];unknown
George-Chira/capstone_project__.;George-Chira/capstone_project;https://github.com/George-Chira/capstone_project;0;1;1de48d31f5b88771af4cdaaebb7fbee06484f73f;domain.yml;0;0;0;1;31;['greet', 'goodbye', 'bot_identity', 'why_shift_to_uhc', 'what_is_shi', 'principles_of_shi', 'importance_of_shi', 'health_laws_uhc', 'reforms_shi_vs_nhif', 'difference_sha_shif', 'nhif_to_sha_transition_process', 'continuity_of_services', 'what_is_emergency_chronic_fund', 'staff_affected_transition', 'eligibility_sha', 'sha_contributions', 'access_primary_health_fund', 'sha_benefits_low_income', 'penalties_for_late_payment', 'choose_provider_sha', 'sha_manage_quality', 'ask_sha', 'ask_uhc_institutions', 'ask_nhif_transition', 'ask_phc_fund', 'ask_emergency_fund', 'ask_registration', 'ask_service_quality', 'ask_benefits_claims', 'ask_feedback_resolution', 'bot_challenge'];0;[];31;['utter_greet', 'utter_goodbye', 'utter_bot_identity', 'utter_why_shift_to_uhc', 'utter_what_is_shi', 'utter_principles_of_shi', 'utter_importance_of_shi', 'utter_health_laws_uhc', 'utter_reforms_shi_vs_nhif', 'utter_difference_sha_shif', 'utter_nhif_to_sha_transition_process', 'utter_continuity_of_services', 'utter_what_is_emergency_chronic_fund', 'utter_staff_affected_transition', 'utter_eligibility_sha', 'utter_sha_contributions', 'utter_access_primary_health_fund', 'utter_sha_benefits_low_income', 'utter_penalties_for_late_payment', 'utter_choose_provider_sha', 'utter_sha_manage_quality', 'utter_ask_sha', 'utter_ask_uhc_institutions', 'utter_ask_nhif_transition', 'utter_ask_phc_fund', 'utter_ask_emergency_fund', 'utter_ask_registration', 'utter_ask_benefits_claims', 'utter_ask_service_quality', 'utter_ask_feedback_resolution', 'utter_iamabot'];0;[];0;[];0;0;[];0;[];3.1
George-Chira/capstone_project__rasa;George-Chira/capstone_project;https://github.com/George-Chira/capstone_project;0;1;1de48d31f5b88771af4cdaaebb7fbee06484f73f;rasa/domain.yml;1;0;1;1;31;['greet', 'goodbye', 'bot_identity', 'why_shift_to_uhc', 'what_is_shi', 'principles_of_shi', 'importance_of_shi', 'health_laws_uhc', 'reforms_shi_vs_nhif', 'difference_sha_shif', 'nhif_to_sha_transition_process', 'continuity_of_services', 'what_is_emergency_chronic_fund', 'staff_affected_transition', 'eligibility_sha', 'sha_contributions', 'access_primary_health_fund', 'sha_benefits_low_income', 'penalties_for_late_payment', 'choose_provider_sha', 'sha_manage_quality', 'ask_sha', 'ask_uhc_institutions', 'ask_nhif_transition', 'ask_phc_fund', 'ask_emergency_fund', 'ask_registration', 'ask_service_quality', 'ask_benefits_claims', 'ask_feedback_resolution', 'bot_challenge'];0;[];31;['utter_greet', 'utter_goodbye', 'utter_bot_identity', 'utter_why_shift_to_uhc', 'utter_what_is_shi', 'utter_principles_of_shi', 'utter_importance_of_shi', 'utter_health_laws_uhc', 'utter_reforms_shi_vs_nhif', 'utter_difference_sha_shif', 'utter_nhif_to_sha_transition_process', 'utter_continuity_of_services', 'utter_what_is_emergency_chronic_fund', 'utter_staff_affected_transition', 'utter_eligibility_sha', 'utter_sha_contributions', 'utter_access_primary_health_fund', 'utter_sha_benefits_low_income', 'utter_penalties_for_late_payment', 'utter_choose_provider_sha', 'utter_sha_manage_quality', 'utter_ask_sha', 'utter_ask_uhc_institutions', 'utter_ask_nhif_transition', 'utter_ask_phc_fund', 'utter_ask_emergency_fund', 'utter_ask_registration', 'utter_ask_benefits_claims', 'utter_ask_service_quality', 'utter_ask_feedback_resolution', 'utter_iamabot'];0;[];0;[];0;0;[];0;[];3.1
weberi/kic-chatbot__moodbot;weberi/kic-chatbot;https://github.com/weberi/kic-chatbot;1;1;d8581822d31de6d61f54d11db2d8ae44037e57f3;moodbot/domain.yml;1;0;1;1;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
weberi/kic-chatbot__weatherbot-final;weberi/kic-chatbot;https://github.com/weberi/kic-chatbot;1;1;d8581822d31de6d61f54d11db2d8ae44037e57f3;weatherbot-final/domain.yml;1;0;1;1;6;['inform_weather', 'tell_location', 'inform_generally', 'goodbye', 'greet', 'bot_challenge'];1;['GPE'];2;['action_generalinfo', 'action_weather'];0;[];1;['location'];1;0;['text'];0;[];3.1
weberi/kic-chatbot__moodbot-plus;weberi/kic-chatbot;https://github.com/weberi/kic-chatbot;1;1;d8581822d31de6d61f54d11db2d8ae44037e57f3;moodbot-plus/domain.yml;1;0;1;1;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
Deepam-Rai/wiki__domain;Deepam-Rai/wiki;https://github.com/Deepam-Rai/wiki;0;0;30fa722d77cf1c77f8fd4560334eeb12c2233f3c;domain/domain.yml;1;1;1;1;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];1;['action_restart'];1;['action_restart'];1;['person_name'];0;0;['text'];0;[];3.1
Deepam-Rai/wiki__domain/llm_loop;Deepam-Rai/wiki;https://github.com/Deepam-Rai/wiki;0;0;30fa722d77cf1c77f8fd4560334eeb12c2233f3c;domain/llm_loop/domain_llm_loop.yml;0;3;0;1;2;['start_llm_loop', 'general_llm_loop_intent'];0;[];2;['validate_llm_loop', 'action_submit_llm_loop'];2;['action_submit_llm_loop', 'validate_llm_loop'];1;['user_dialogue'];0;1;['text'];1;['llm_loop'];3.1
gundameedikiranmai/Bnew108__app/rasa/data;gundameedikiranmai/Bnew108;https://github.com/gundameedikiranmai/Bnew108;0;0;9ab74194a2c98ebffdee4719bdd9b7e2dccba8c5;app/rasa/data/domain.yml;1;4;1;1;4;['bot_challenge', 'greet', 'affirm', 'deny'];0;[];4;['action_core_default', 'action_restart', 'utter_iamabot', 'action_utter_greet'];3;['action_restart', 'action_utter_greet', 'action_core_default'];4;['job_id', 'chatbot_type', 'ip_address', 'client_id'];0;0;['text', 'text', 'text', 'text'];0;[];3.1
gundameedikiranmai/Bnew108__app/rasa/data/ask_a_question;gundameedikiranmai/Bnew108;https://github.com/gundameedikiranmai/Bnew108;0;0;9ab74194a2c98ebffdee4719bdd9b7e2dccba8c5;app/rasa/data/ask_a_question/domain.yml;0;1;0;1;2;['ask_a_question', 'input_user_question'];1;['user_question'];4;['validate_ask_a_question_form', 'ask_a_question_form_submit', 'action_ask_user_question', 'utter_start_ask_a_question'];3;['validate_ask_a_question_form', 'ask_a_question_form_submit', 'action_ask_user_question'];2;['user_question', 'faq_suggestion_context'];1;0;['text', 'text'];1;['ask_a_question_form'];3.1
gundameedikiranmai/Bnew108__app/rasa/data/review_screening_questions;gundameedikiranmai/Bnew108;https://github.com/gundameedikiranmai/Bnew108;0;0;9ab74194a2c98ebffdee4719bdd9b7e2dccba8c5;app/rasa/data/review_screening_questions/domain.yml;0;1;0;1;1;['screening_review'];1;['screening_response'];5;['utter_screening_review_start', 'action_ask_screening_question_options', 'action_ask_screening_question_display_q', 'validate_review_screening_questions_form', 'action_dummy_test'];4;['action_ask_screening_question_options', 'action_ask_screening_question_display_q', 'validate_review_screening_questions_form', 'action_dummy_test'];3;['screening_question_options', 'screening_question_display_q', 'screening_review_context'];2;0;['text', 'text', 'text'];1;['review_screening_questions_form'];3.1
gundameedikiranmai/Bnew108__app/rasa/data/screening_questions;gundameedikiranmai/Bnew108;https://github.com/gundameedikiranmai/Bnew108;0;0;9ab74194a2c98ebffdee4719bdd9b7e2dccba8c5;app/rasa/data/screening_questions/domain.yml;1;1;0;1;2;['job_screening', 'input_screening_response'];1;['screening_response'];9;['utter_screening_start', 'action_ask_email', 'action_ask_phone_number', 'action_ask_full_name', 'action_ask_screening_question', 'validate_job_screening_form', 'job_screening_form_submit', 'utter_ask_input_edit_preferences', 'action_ask_view_edit_preferences'];4;['action_ask_screening_question', 'validate_job_screening_form', 'job_screening_form_submit', 'action_ask_view_edit_preferences'];12;['screening_question', 'email', 'phone_number', 'full_name', 'input_edit_preferences', 'view_edit_preferences', 'first_name', 'screening_question_history', 'job_screening_questions', 'job_screening_questions_count', 'job_screening_questions_last_update_time', 'is_default_screening_questions'];4;0;['text', 'text', 'text', 'text', 'text', 'text', 'any', 'any', 'any', 'any', 'any', 'any'];1;['job_screening_form'];3.1
gundameedikiranmai/Bnew108__app/rasa/data/explore_jobs;gundameedikiranmai/Bnew108;https://github.com/gundameedikiranmai/Bnew108;0;0;9ab74194a2c98ebffdee4719bdd9b7e2dccba8c5;app/rasa/data/explore_jobs/domain.yml;0;1;0;1;7;['explore_jobs', 'input_job_title', 'input_job_location', 'input_select_job', 'input_resume_upload_data', 'refine_job_search', 'input_refine_job_search_field'];5;['job_title', 'job_location', 'select_job', 'user_id', 'refine_job_search_field'];11;['validate_explore_jobs_form', 'explore_jobs_form_submit', 'action_start_explore_jobs', 'action_ask_is_resume_upload', 'action_ask_resume_upload', 'action_ask_job_title', 'action_ask_job_location', 'action_ask_select_job', 'utter_ask_refine_job_search_field', 'utter_ask_resume_last_search', 'utter_ask_update_contact_details'];4;['validate_explore_jobs_form', 'explore_jobs_form_submit', 'action_start_explore_jobs', 'action_ask_is_resume_upload'];16;['resume_last_search', 'is_resume_upload', 'resume_upload', 'update_contact_details', 'job_title', 'job_location', 'select_job', 'refine_job_search_field', 'applied_jobs', 'previous_job_title', 'search_jobs_list', 'select_job_title', 'last_job_search_timestamp', 'contact_details_temp', 'user_id', 'is_resume_parsing_done'];5;0;['bool', 'bool', 'text', 'bool', 'text', 'text', 'text', 'text', 'any', 'any', 'any', 'text', 'text', 'text', 'text', 'text'];1;['explore_jobs_form'];3.1
HUMADEX/SMILE-PRO-Chatbot__Standard_Questionnaires/de/brs;HUMADEX/SMILE-PRO-Chatbot;https://github.com/HUMADEX/SMILE-PRO-Chatbot;0;0;c378a1fc3bb3b4a5d896838d79a102618459ad6b;Standard_Questionnaires/de/brs/domain.yml;1;0;2;1;2;['answers', 'questionnaire_brs_de'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
HUMADEX/SMILE-PRO-Chatbot__Standard_Questionnaires/de/ccas_s;HUMADEX/SMILE-PRO-Chatbot;https://github.com/HUMADEX/SMILE-PRO-Chatbot;0;0;c378a1fc3bb3b4a5d896838d79a102618459ad6b;Standard_Questionnaires/de/ccas_s/domain.yml;1;0;2;1;2;['answers', 'questionnaire_ccas_s_de'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
HUMADEX/SMILE-PRO-Chatbot__Standard_Questionnaires/de/cyrm12;HUMADEX/SMILE-PRO-Chatbot;https://github.com/HUMADEX/SMILE-PRO-Chatbot;0;0;c378a1fc3bb3b4a5d896838d79a102618459ad6b;Standard_Questionnaires/de/cyrm12/domain.yml;1;0;2;1;2;['answers', 'questionnaire_cyrm12_de'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
HUMADEX/SMILE-PRO-Chatbot__Standard_Questionnaires/de/gad7;HUMADEX/SMILE-PRO-Chatbot;https://github.com/HUMADEX/SMILE-PRO-Chatbot;0;0;c378a1fc3bb3b4a5d896838d79a102618459ad6b;Standard_Questionnaires/de/gad7/domain.yml;1;0;2;1;2;['answers', 'questionnaire_gad7_de'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
HUMADEX/SMILE-PRO-Chatbot__Standard_Questionnaires/de/phq9;HUMADEX/SMILE-PRO-Chatbot;https://github.com/HUMADEX/SMILE-PRO-Chatbot;0;0;c378a1fc3bb3b4a5d896838d79a102618459ad6b;Standard_Questionnaires/de/phq9/domain.yml;1;0;2;1;2;['answers', 'questionnaire_phq9_de'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
