id;full-name;html-url;stars;forks;owner-name;owner-type;created-at;last-commit;last-commit-date;domain-files;type;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;config-languages;training-language;response-languages;languages;pure-english;n-actions-files;n-readme-files;readme-files;actions-files
Vedant1206/Coren--OpenAI-Chatbot;Vedant1206/Coren--OpenAI-Chatbot;https://github.com/Vedant1206/Coren--OpenAI-Chatbot;1;1;Vedant1206;User;2023-11-15T19:09:27Z;b019f324932e45ad2e7ece3d0e75ed873fd22ff0;2024-01-12T18:21:20Z;['domain.yml'];sfsd;189;['greet', 'goodbye', 'thank_you', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'ask_about_bulking', 'ask_about_cutting', 'ask_about_maintenance', 'ask_about_nutrition', 'ask_about_nutrition_bulk', 'ask_about_nutrition_cut', 'ask_about_nutrition_maintenance', 'express_goal', 'inform_diet_preference', 'inform_allergies', 'give_feedback', 'why_exercise', 'benefits_of_exercise', 'disadvantages_of_exercise', 'how_to_start_exercising', 'exercise_recommendations', 'best_time_for_weightlifting', 'training_session_duration', 'eating_before_strength_training', 'supplements_for_strength_training', 'weekly_strength_training_frequency', 'difference_between_strength_training_and_bodybuilding', 'strength_training_for_weight_loss', 'need_for_personal_trainer', 'warm_up_before_weightlifting', 'choosing_right_weight_for_lifting', 'muscle_soreness_post_training', 'tracking_strength_training_progress', 'common_mistakes_in_strength_training', 'importance_of_rest_and_recovery', 'strength_training_for_sports_performance', 'choosing_between_machines_and_free_weights', 'balancing_strength_training_with_other_exercise', 'risks_of_overtraining', 'overall_health_benefits_of_strength_training', 'strength_training_without_heavy_weights', 'ask_strength_training', 'ask_for_beginner_tips', 'start_strength_training', 'benefits_of_strength_training', 'strength_training_routine', 'different_strength_training_exercises', 'importance_of_strength_training', 'building_muscle_strength', 'resistance_training', 'strength_training_frequency', 'effective_strength_workout_tips', 'equipment_needed_for_strength_training', 'back_health_importance', 'general_back_exercises', 'back_pain_prevention', 'back_injury_risk_factors', 'back_stretching_benefits', 'back_posture_importance', 'ask_pull_ups', 'ask_rows', 'ask_lat_pulldowns', 'ask_deadlifts', 'ask_tbar_row', 'ask_lat_pull', 'ask_seated_cable_row', 'ask_face_pulls', 'upper_body_exercises', 'lower_body_exercises', 'upper_body_care', 'lower_body_care', 'upper_body_training_tips', 'lower_body_training_tips', 'chest_exercises_overview', 'benefits_of_chest_training', 'chest_training_techniques', 'chest_equipment_recommendations', 'ask_bench_press', 'ask_incline_dumbbell_press', 'ask_push_ups', 'ask_chest_flyes', 'ask_dips', 'ask_close_grip_bench_press', 'ask_decline_bench_press', 'ask_chest_dumbbell_pullovers', 'ask_machine_chest_press', 'ask_chest_cable_crossovers', 'leg_anatomy', 'leg_stretching_benefits', 'leg_injury_prevention', 'leg_strength_training', 'leg_pain_management', 'leg_posture_importance', 'leg_care_tips', 'ask_squats', 'ask_lunges', 'ask_leg_press', 'ask_calf_raises', 'ask_leg_curls', 'ask_leg_extensions', 'ask_sumo_deadlift', 'ask_leg_workout_tips', 'ask_leg_strength_training', 'ask_glute_bridge', 'ask_lunges_for_glutes', 'ask_donkey_kicks', 'ask_glute_workout_tips', 'ask_squats_for_glutes', 'ask_hip_thrusts', 'arm_anatomy', 'arm_stretching_benefits', 'arm_injury_prevention', 'arm_strength_training', 'arm_pain_management', 'arm_posture_importance', 'arm_care_tips', 'ask_bicep_curls', 'ask_tricep_dips', 'ask_barbell_shrugs', 'ask_forearm_curls', 'ask_skull_crushers', 'ask_hammer_curl', 'ask_forearm_exercises', 'ask_dumbbell_shrug', 'ask_overhead_tricep_extension', 'ask_zottman_curl', 'ask_bicep_exercises', 'ask_tricep_exercises', 'bicep_importance', 'tricep_importance', 'general_bicep_care', 'general_tricep_care', 'bicep_training_tips', 'tricep_training_tips', 'core_anatomy', 'core_stretching_benefits', 'core_injury_prevention', 'core_strength_training', 'core_pain_management', 'core_posture_importance', 'core_care_tips', 'ask_plank_technique', 'ask_russian_twists_variations', 'ask_ab_rollouts_technique', 'ask_twisting_leg_raises', 'ask_mountain_climbers_technique', 'shoulder_anatomy', 'shoulder_stretching_benefits', 'shoulder_injury_prevention', 'shoulder_strength_training', 'shoulder_pain_management', 'shoulder_posture_importance', 'shoulder_care_tips', 'ask_military_press_technique', 'ask_lateral_raises', 'ask_face_pulls_variations', 'ask_arnold_press', 'ask_shrugs_technique', 'ask_shoulder_benefits', 'cardio_what', 'cardio_why', 'cardio_how', 'cycle_what', 'cycle_why', 'cycle_how', 'run_what', 'run_why', 'run_how', 'sprint_what', 'sprint_why', 'sprint_how', 'treadmill_what', 'treadmill_why', 'treadmill_how', 'burpees_what', 'burpees_why', 'burpees_how', 'walking_what', 'walking_why', 'walking_how', 'skipping_what', 'skipping_why', 'skipping_how', 'swimming_what', 'swimming_why', 'swimming_how'];3;['goal', 'diet', 'allergy'];4;['action_generate_weight_loss_plan', 'action_adjust_meal_plan', 'action_generate_muscle_gain_plan', 'action_generate_general_fitness_plan'];2;['action_generate_weight_loss_plan', 'action_adjust_meal_plan'];1;['goal'];1;0;['categorical'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
VijaySrinivasan18/Medibot-Rasa-chatbot;VijaySrinivasan18/Medibot-Rasa-chatbot;https://github.com/VijaySrinivasan18/Medibot-Rasa-chatbot;3;1;VijaySrinivasan18;User;2023-01-10T10:30:53Z;bf382c909670bc4c0b66486ed52f5d17fd37232a;2023-02-19T13:45:02Z;['domain.yml'];sfsd;15;['affirm', 'appointment_confirmation', 'appointment_date', 'book_appointment', 'bot_challenge', 'deny', 'doctor_availability', 'goodbye', 'greet', 'medicine_enquiry', 'mood_great', 'mood_unhappy', 'out_patient_consultation', 'thanks', 'timing'];3;['medicine_name', 'appoint_no', 'PERSON'];10;['action_appointment_booking', 'action_appointment_confirmation', 'action_doctor_availability', 'action_medicine_info', 'utter_cheer_up', 'utter_greet', 'utter_happy', 'utter_reply_thank', 'validate_appointment_confirmation_form', 'validate_appointment_form'];5;['action_appointment_booking', 'action_appointment_confirmation', 'action_medicine_info', 'validate_appointment_confirmation_form', 'validate_appointment_form'];3;['first_name', 'last_name', 'appointment_date'];0;3;['text', 'text', 'text'];1;['appointment_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
VrajPatelK/Patient-Appointment;VrajPatelK/Patient-Appointment;https://github.com/VrajPatelK/Patient-Appointment;2;0;VrajPatelK;User;2023-05-20T08:35:05Z;d7e9dc9df59754de0909b7b9216b4ff43d257875;2023-11-28T15:27:56Z;['chatbot/domain.yml'];sfsd;19;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'call_me', 'inform', 'stop', 'get_mobile_no', 'call_cancel_form', 'get_AID', 'get_email', 'wr_otp', 'call_check_appointment_form', 'get_appointment_date', 'get_appointment_time', 'get_dr_name'];19;['name', 'age', 'mobile_no', 'email', 'city', 'aid', 'sentOTP', 'otp', 'correct_name', 'GPE', 'PERSON', 'DATE', 'CARDINAL', 'ORG', 'appointment_time', 'appointment_date', 'allAvailableTimeSlots', 'allAvailableDates', 'dr_name'];10;['action_get_form_details', 'validate_app_form', 'validate_cancel_form', 'action_successfull_cancel', 'validate_status_form', 'action_status_information', 'action_deactivate_form', 'action_ask_appointment_time', 'action_ask_appointment_date', 'action_ask_dr_name'];10;['action_get_form_details', 'validate_app_form', 'validate_cancel_form', 'action_successfull_cancel', 'validate_status_form', 'action_status_information', 'action_deactivate_form', 'action_ask_appointment_time', 'action_ask_appointment_date', 'action_ask_dr_name'];15;['name', 'dr_name', 'appointment_time', 'appointment_date', 'correct_name', 'age', 'mobile_no', 'email', 'city', 'checkaid', 'aid', 'otp', 'sentOTP', 'allAvailableTimeSlots', 'allAvailableDates'];15;0;['text', 'text', 'text', 'text', 'rasa.shared.core.slots.BooleanSlot', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];3;['app_form', 'cancel_form', 'status_form'];3.1;['en'];['en'];['en'];['en'];True;4;2;['README.md', 'client/README.md'];['chatbot/actions/actions.py', 'chatbot/actions/timeSlots.py', 'chatbot/actions/sendMailFunction.py', 'chatbot/actions/dbFun.py']
Yagouus/c-4pm__.;Yagouus/c-4pm;https://github.com/Yagouus/c-4pm;5;0;Yagouus;User;2023-06-08T08:30:28Z;c5b97d024a44e4bf2fb274aadab361234a8508fe;2023-09-15T08:26:43Z;['domain.yml'];mfsd;15;['greet', 'goodbye', 'bot_challenge', 'upload', 'discovery', 'activities', 'convey_specification', 'conformance_check', 'non_conformant_check', 'behavior_search', 'implicit_behavior_search', 'behavior_check', 'query_check', 'generate_conformant', 'consistency_check'];8;['email', 'ltl', 'attribute', 'time', 'target', 'from', 'to', 'connector'];19;['utter_greet', 'utter_goodbye', 'utter_iamabot', 'utter_behavior_check', 'utter_query_check', 'utter_generate_conformant', 'utter_convey_spec', 'utter_discovery', 'utter_upload', 'action_save_user_message', 'action_behavior_check', 'action_query_check', 'action_convey_specification', 'action_conformance_check', 'action_non_conformant_check', 'action_behavior_search', 'action_implicit_behavior_search', 'action_activities', 'action_consistency_check'];10;['action_save_user_message', 'action_behavior_check', 'action_query_check', 'action_convey_specification', 'action_conformance_check', 'action_non_conformant_check', 'action_behavior_search', 'action_implicit_behavior_search', 'action_activities', 'action_consistency_check'];1;['ltl'];0;0;['text'];0;[];3.1;['en'];['en'];['en'];['en'];True;45;1;['README.md'];['actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/ASPUtils/asp_encoding.py', 'actions/actions.py', 'actions/src/Declare4Py/ProcessMiningTasks/Discovery/DeclareMiner.py', 'actions/src/Declare4Py/ProcessModels/AbstractModel.py', 'actions/src/Declare4Py/Encodings/IndexBased.py', 'actions/src/Declare4Py/ProcessMiningTasks/ConformanceChecking/MPDeclareAnalyzer.py', 'actions/src/Declare4Py/ProcessMiningTasks/log_generator.py', 'actions/src/Declare4Py/ProcessMiningTasks/LogFiltering/BasicFilters.py', 'actions/src/Declare4Py/ProcessModels/LTLModel.py', 'actions/src/Declare4Py/Encodings/Declare.py', 'actions/src/Declare4Py/ProcessMiningTasks/AbstractConformanceChecking.py', 'actions/declare_client.py', 'actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/ASPUtils/asp_template.py', 'actions/src/Declare4Py/ProcessMiningTasks/AbstractQueryChecking.py', 'actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/ASPUtils/asp_result_parser.py', 'actions/src/Declare4Py/Encodings/Static.py', 'actions/src/Declare4Py/Encodings/Aggregate.py', 'actions/src/Declare4Py/run_log_generator.py', 'actions/src/Declare4Py/ProcessMiningTasks/AbstractMonitoring.py', 'actions/src/Declare4Py/Encodings/ComplexIndexNgram.py', 'actions/src/Declare4Py/Encodings/PreviousState.py', 'actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/asp_generator.py', 'actions/src/Declare4Py/Encodings/LastState.py', 'actions/src/Declare4Py/ProcessMiningTasks/AbstractPMTask.py', 'actions/src/Declare4Py/ProcessMiningTasks/Discovery/DeclareMinerResultsBrowser.py', 'actions/src/Declare4Py/Utils/utils.py', 'actions/src/Declare4Py/stats_reader.py', 'actions/nl2ltl_client.py', 'actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/ASPTranslator/declare_constraint_resolver.py', 'actions/src/Declare4Py/Utils/custom_utility_dict.py', 'actions/src/Declare4Py/ProcessMiningTasks/ConformanceChecking/MPDeclareResultsBrowser.py', 'actions/src/Declare4Py/Encodings/Ngram.py', 'actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/ASPUtils/distribution.py', 'actions/src/Declare4Py/ProcessMiningTasks/ConformanceChecking/LTLAnalyzer.py', 'actions/src/Declare4Py/ProcessMiningTasks/ASPLogGeneration/ASPTranslator/asp_translator.py', 'actions/src/Declare4Py/Utils/Declare/TraceStates.py', 'actions/src/Declare4Py/ProcessMiningTasks/QueryChecking/DeclareQueryChecker.py', 'actions/src/Declare4Py/Encodings/ComplexIndexBased.py', 'actions/src/Declare4Py/ProcessMiningTasks/QueryChecking/DeclareResultsBrowser.py', 'actions/src/Declare4Py/Utils/Declare/Checkers.py', 'actions/src/Declare4Py/Encodings/FeatureEngineering/inter_case_features.py', 'actions/src/Declare4Py/ProcessMiningTasks/AbstractDiscovery.py', 'actions/openai_client.py', 'actions/src/Declare4Py/D4PyEventLog.py', 'actions/src/Declare4Py/ProcessModels/DeclareModel.py']
Youssef535/Ai-Bot-;Youssef535/Ai-Bot-;https://github.com/Youssef535/Ai-Bot-;3;0;Youssef535;User;2022-05-25T12:38:46Z;bbb9bbceabafed9f97c5379b3a88f8f15ff749e5;2023-05-04T13:49:26Z;['domain.yml'];sfsd;6;['greet', 'inform', 'goodbye', 'affirm', 'deny', 'bot_challenge'];1;['choice'];1;['action_play_rps'];1;['action_play_rps'];1;['choice'];1;0;['categorical'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
Zascc/CoArgue-CHI2023__chatbot/chatbot_bitcoin;Zascc/CoArgue-CHI2023;https://github.com/Zascc/CoArgue-CHI2023;2;0;Zascc;User;2022-07-25T17:57:31Z;e2f1a1f294ada15bcfb60530862a5e970df06a0f;2023-05-04T09:28:28Z;['chatbot/chatbot_bitcoin/domain.yml'];mfsd;12;['greet', 'write_now', 'explore', 'no_idea', 'stance', 'choose_claim_center', 'provide_keywords', 'not_interested', 'restart_session', 'start', 'choose_stance_again', 'check_notes'];2;['StanceCategory', 'ChosenClaimCenter'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];4;['StanceCategory', 'ChosenClaimCenter', 'Keywords', 'ClaimIndex'];2;0;['text', 'text', 'text', 'text'];0;[];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['chatbot/chatbot_bitcoin/actions/actions.py']
Zascc/CoArgue-CHI2023__chatbot/chatbot_car;Zascc/CoArgue-CHI2023;https://github.com/Zascc/CoArgue-CHI2023;2;0;Zascc;User;2022-07-25T17:57:31Z;e2f1a1f294ada15bcfb60530862a5e970df06a0f;2023-05-04T09:28:28Z;['chatbot/chatbot_car/domain.yml'];mfsd;12;['greet', 'write_now', 'explore', 'no_idea', 'stance', 'choose_claim_center', 'provide_keywords', 'not_interested', 'restart_session', 'start', 'choose_stance_again', 'check_notes'];2;['StanceCategory', 'ChosenClaimCenter'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];4;['StanceCategory', 'ChosenClaimCenter', 'Keywords', 'ClaimIndex'];2;0;['text', 'text', 'text', 'text'];0;[];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['chatbot/chatbot_car/actions/actions.py']
abdu355/mentalai;abdu355/mentalai;https://github.com/abdu355/mentalai;1;0;abdu355;User;2022-04-21T23:01:15Z;5b63d6a588b941c71ba06ecea80a86ed6c2ac540;2022-05-02T07:45:04Z;['domain.yml'];sfsd;14;['abort', 'affirm', 'bot_challenge', 'deny', 'emergency', 'goodbye', 'greet', 'inform_mood', 'mood_anxiety', 'mood_depressed', 'mood_great', 'nlu_fallback', 'request_condition', 'test'];2;['mental_condition_level', 'mental_condition'];15;['action_hello_world', 'utter_anxiety_action_plan', 'utter_anything_else', 'utter_cheer_up', 'utter_continue', 'utter_depression_action_plan', 'utter_did_that_help', 'utter_goodbye', 'utter_greet', 'utter_happy', 'utter_helpline', 'utter_how_help', 'utter_please_rephrase', 'utter_slots_values', 'utter_submit'];1;['action_hello_world'];2;['mental_condition', 'mental_condition_level'];2;0;['text', 'text'];1;['mental_condition_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
abhisek1999-android/rasa-chat-bot-for-university-expertise-recomender;abhisek1999-android/rasa-chat-bot-for-university-expertise-recomender;https://github.com/abhisek1999-android/rasa-chat-bot-for-university-expertise-recomender;1;0;abhisek1999-android;User;2022-02-16T16:04:21Z;aa605dd65214d30a613d2ca98a253efb940ecee0;2022-02-17T04:04:51Z;['domain.yml'];sfsd;8;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'ask_for_help'];1;['topic'];6;['action_info_search', 'utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye'];1;['action_info_search'];1;['topic'];1;0;['text'];0;[];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
achrafaourik/Financial-Bot;achrafaourik/Financial-Bot;https://github.com/achrafaourik/Financial-Bot;3;2;achrafaourik;User;2022-07-17T11:59:20Z;f5ab01dca53f194cb775b879e960f06602e3611e;2022-09-06T15:48:17Z;['app/domain.yml'];sfsd;10;['create_bank_account', 'account_balance', 'make_transaction', 'greet', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'chitchat', 'inform'];4;['account_type', 'account_number', 'transaction_type', 'amount-of-money'];4;['action_account_type', 'action_check_balance', 'action_make_transaction', 'action_ask_transaction_form_account_number'];4;['action_account_type', 'action_check_balance', 'action_make_transaction', 'action_ask_transaction_form_account_number'];4;['account_type', 'amount-of-money', 'account_number', 'transaction_type'];3;1;['text', 'any', 'text', 'text'];3;['account_form', 'balance_form', 'transaction_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['app/actions/actions.py']
ahmedidrissi/chatbot-SART;ahmedidrissi/chatbot-SART;https://github.com/ahmedidrissi/chatbot-SART;6;0;ahmedidrissi;User;2023-04-11T17:46:25Z;94a8d9d82122365424913d982dbeaf95848c01cc;2023-06-19T21:41:46Z;['domain.yml'];sfsd;19;['affirm', 'bot_age', 'bot_challenge', 'buy_product', 'cancel_order', 'deny', 'goodbye', 'greet', 'greet_with_name', 'help', 'inform_product_brand', 'inform_product_category', 'inform_product_color', 'inform_product_name', 'inform_product_quantity', 'inform_product_size', 'show_report', 'stop', 'thanks'];8;['user_name', 'product_name', 'product_category', 'product_size', 'product_color', 'product_quantity', 'product_material', 'product_brand'];9;['utter_bot_challenge', 'utter_ask_continue', 'utter_goodbye', 'utter_greet_with_name', 'action_reset_product_form', 'action_submit_product_form', 'utter_help', 'utter_greet', 'validate_product_form'];3;['action_reset_product_form', 'action_submit_product_form', 'validate_product_form'];8;['user_name', 'product_name', 'product_category', 'product_material', 'product_brand', 'product_color', 'product_size', 'product_quantity'];8;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];1;['product_form'];3.1;['en'];['en'];['en'];['en'];True;2;1;['README.md'];['actions/SGBD.py', 'actions/actions.py']
akshaya-venkatesh8/CougPresenceChatBot;akshaya-venkatesh8/CougPresenceChatBot;https://github.com/akshaya-venkatesh8/CougPresenceChatBot;2;0;akshaya-venkatesh8;User;2021-12-16T04:35:14Z;d160ef4c238601ffac4047fdbf279704c5821ced;2021-12-16T04:44:54Z;['domain.yml'];sfsd;6;['event_details', 'event_datetime', 'event_org', 'greet', 'goodbye', 'fallback'];2;['org_name', 'datetime'];6;['utter_fallback', 'utter_greet', 'utter_ask_itention', 'utter_loader_text', 'action_event_specific', 'action_event_details'];2;['action_event_specific', 'action_event_details'];2;['org_name', 'datetime'];0;0;['text', 'text'];2;['event_form', 'event_org_form'];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
alasali1/shoestorechatbot;alasali1/shoestorechatbot;https://github.com/alasali1/shoestorechatbot;1;0;alasali1;User;2022-05-25T10:50:10Z;cd56db08ee18fbc62c174eedceff06f57eca4cb2;2022-06-29T01:28:27Z;['domain.yml'];sfsd;11;['affirm', 'bot_challenge', 'buy_shoes', 'cancel_order', 'deny', 'goodbye', 'greet', 'help', 'hours', 'inform', 'thanks'];2;['shoe_size', 'shoe_type'];10;['utter_ask_continue', 'utter_ask_shoe_type', 'utter_goodbye', 'utter_greet', 'utter_help_response', 'utter_offer_help', 'utter_shoe_slots', 'utter_submit', 'utter_what_else', 'validate_simple_shoe_form'];1;['validate_simple_shoe_form'];2;['shoe_type', 'shoe_size'];2;0;['text', 'text'];1;['simple_shoe_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
alwayscaffeinated/RASA-Chatbot;alwayscaffeinated/RASA-Chatbot;https://github.com/alwayscaffeinated/RASA-Chatbot;1;0;alwayscaffeinated;User;2023-10-10T15:23:35Z;74a388b2c1a6c405a9e7fc13ddac95f63b55a66a;2024-05-06T17:08:53Z;['domain.yml'];sfsd;17;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'income_go_ahead', 'fixed_expenses_go_ahead', 'say_thank_you', 'emergency_expenses_go_ahead', 'other_expenses_go_ahead', 'investment_expenses_go_ahead', 'tax_expenses_go_ahead', 'debt_expenses_go_ahead', 'discretionary_expenses_go_ahead', 'variable_expenses_go_ahead'];0;[];23;['action_submit_form', 'validate_basic_info_form', 'validate_phone_form', 'validate_address_form', 'validate_income_belong_form', 'validate_income_source_form', 'validate_fixed_spending_form', 'validate_variable_spending_form', 'validate_discretionary_expense_form', 'validate_debt_expenses_form', 'validate_tax_expenses_form', 'validate_investment_expenses_form', 'validate_emergency_expenses_form', 'validate_other_expenses_form', 'action_submit_income_form', 'action_submit_fixed_form', 'action_submit_variable_form', 'action_submit_discretionary_form', 'action_submit_debt_form', 'action_submit_investment_form', 'action_submit_tax_form', 'action_submit_emergency_form', 'action_submit_other_form'];23;['action_submit_form', 'validate_basic_info_form', 'validate_phone_form', 'validate_address_form', 'validate_income_belong_form', 'validate_income_source_form', 'validate_fixed_spending_form', 'validate_variable_spending_form', 'validate_discretionary_expense_form', 'validate_debt_expenses_form', 'validate_tax_expenses_form', 'validate_investment_expenses_form', 'validate_emergency_expenses_form', 'validate_other_expenses_form', 'action_submit_income_form', 'action_submit_fixed_form', 'action_submit_variable_form', 'action_submit_discretionary_form', 'action_submit_debt_form', 'action_submit_investment_form', 'action_submit_tax_form', 'action_submit_emergency_form', 'action_submit_other_form'];48;['options', 'language', 'phone', 'phone_type', 'contact_prefer', 'confirm_phone', 'other_phone', 'street_address', 'city', 'zipcode', 'confirm_address', 'full_address', 'home_members', 'race', 'hispanic', 'gender', 'income_source', 'other_income', 'income_belong', 'other_income_belong', 'income_amount', 'salary_type', 'fixed_spending', 'fixed_spending_frequency', 'fixed_spending_amount', 'fixed_more_spending', 'variable_spending', 'variable_spending_frequency', 'variable_spending_amount', 'discretionary_expenses', 'discretionary_expenses_frequency', 'discretionary_expenses_amount', 'debt_expenses', 'debt_expenses_frequency', 'debt_expenses_amount', 'tax_expenses', 'tax_expenses_frequency', 'tax_expenses_amount', 'investment_expenses', 'investment_expenses_frequency', 'investment_expenses_amount', 'emergency_expenses', 'emergency_frequency', 'emergency_amount', 'other_expenses', 'other_expense_name', 'other_expense_frequency', 'other_expense_amount'];0;48;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];15;['basic_info_form', 'phone_form', 'address_form', 'personal_form', 'income_source_form', 'income_belong_form', 'income_type_form', 'fixed_spending_form', 'variable_spending_form', 'discretionary_expense_form', 'debt_expenses_form', 'tax_expenses_form', 'investment_expenses_form', 'emergency_expenses_form', 'other_expenses_form'];3.1;['English', 'en'];['en'];['en'];['en'];False;1;1;['README.md'];['actions/actions.py']
andreaspawlik/rasa_chatbot__.;andreaspawlik/rasa_chatbot;https://github.com/andreaspawlik/rasa_chatbot;1;0;andreaspawlik;User;2022-06-01T15:20:02Z;3b2d909d93c8acd9a3970bc73a6dcba596a5ec5e;2022-06-10T19:19:46Z;['domain.yml'];mfsd;10;['ask_bot_name', 'ask_feelings', 'ask_other_articles', 'ask_price', 'bot_challenge', 'buy_phone', 'goodbye', 'greet', 'offend', 'out_of_scope'];4;['model', 'brand', 'storage', 'color'];4;['action_provide_price', 'utter_ask_feelings', 'utter_phone_form_filled', 'utter_slots_values'];1;['action_provide_price'];4;['brand', 'model', 'color', 'storage'];4;0;['text', 'text', 'text', 'text'];1;['phone_form'];3.1;['de', 'en'];['de', 'en'];['en'];['de', 'en'];False;1;1;['README.md'];['actions/actions.py']
ankdeshm/COVID_Chatbot;ankdeshm/COVID_Chatbot;https://github.com/ankdeshm/COVID_Chatbot;1;1;ankdeshm;User;2022-06-03T23:53:02Z;d3a2b86317ff20349121f9f9fd94377b2144a9e2;2022-06-04T00:08:57Z;['domain.yml'];sfsd;28;['home_state', 'first_name', 'greet', 'goodbye', 'bot_challenge', 'thanks', 'storedatabase', 'option_info', 'option_stats', 'affirm', 'deny', 'what_is_corona', 'symptoms', 'concern', 'prevention', 'Vaccination', 'incubation', 'who_at_risk', 'long_term_effects', 'when_test', 'which_tests', 'past_covid', 'treatment', 'antibiotics', 'option_global', 'countrywise_stats', 'corona_USA_nation', 'corona_state'];4;['country', 'firstname', 'homestate', 'state'];11;['action_corona_US', 'action_corona_US_States', 'action_corona_World', 'action_corona_countries', 'action_corona_homestate', 'action_corona_state', 'action_save_firstname', 'action_save_homestate', 'action_store', 'utter_greet', 'utter_homestate'];8;['action_corona_US', 'action_corona_World', 'action_corona_countries', 'action_corona_homestate', 'action_corona_state', 'action_save_firstname', 'action_save_homestate', 'action_store'];4;['state', 'firstname', 'homestate', 'country'];4;0;['text', 'text', 'text', 'text'];0;[];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
arunsinghthakur/weather_chatbot;arunsinghthakur/weather_chatbot;https://github.com/arunsinghthakur/weather_chatbot;1;0;arunsinghthakur;User;2022-01-23T14:29:31Z;fc064259143cf06443c278d9fe9b840805a3499f;2022-01-23T14:36:04Z;['domain.yml'];sfsd;11;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'weather', 'weather_for_location', 'city_info', 'thanks'];1;['location'];1;['action_get_weather'];1;['action_get_weather'];1;['location'];1;0;['text'];0;[];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
